PeakID (cmd=annotatePeaks.pl 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2749	chr17	73900913	73900971	+	226	NA	exon (NM_032478, exon 1 of 9)	exon (NM_032478, exon 1 of 9)	239	NM_032478	64978	Hs.442609	NM_032478	ENSG00000204316	MRPL38	HSPC262|L38MT|MRP-L3|MRP-L38|RPML3	mitochondrial ribosomal protein L38	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3753	chr2	170655382	170655448	+	226	NA	5' UTR (NM_003142, exon 1 of 12)	promoter-TSS (NM_003142)	93	NM_003142	6741	Hs.632535	NM_003142	ENSG00000138385	SSB	LARP3|La|La/SSB	Sjogren syndrome antigen B (autoantigen La)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3181a	chr2	10952773	10952911	+	225	NA	5' UTR (NM_001282707, exon 1 of 14)	5' UTR (NM_001282707, exon 1 of 14)	123	NM_005742	10130	Hs.212102	NM_005742	ENSG00000143870	PDIA6	ERP5|P5|TXNDC7	protein disulfide isomerase family A, member 6	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5414	chr6	31633878	31633953	+	225	NA	5' UTR (NM_001199237, exon 1 of 4)	promoter-TSS (NM_033177)	145	NM_001199237	7918	Hs.247478	NM_033177	ENSG00000204438	GPANK1	ANKRD59|BAT4|D6S54E|G5|GPATCH10	G-patch domain and ankyrin repeats 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2020	chr15	34393823	34393899	+	225	NA	exon (NM_020154, exon 1 of 5)	promoter-TSS (NM_152595)	192	NM_020154	56851	Hs.160565	NM_020154	ENSG00000134153	EMC7	C11orf3|C15orf24|HT022|ORF1-FL1	ER membrane protein complex subunit 7	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_126	chr1	32497144	32497245	+	224	NA	non-coding (NR_073499, exon 3 of 11)	non-coding (NR_073499, exon 3 of 11)	17899	NR_073498	10657	Hs.445893	NM_006559	ENSG00000121774	KHDRBS1	Sam68|p62|p68	KH domain containing, RNA binding, signal transduction associated 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1813	chr14	21852071	21852178	+	224	NA	5' UTR (NM_007192, exon 1 of 26)	5' UTR (NM_007192, exon 1 of 26)	301	NM_007192	11198	Hs.213724	NM_007192	ENSG00000092201	SUPT16H	CDC68|FACTP140|SPT16|SPT16/CDC68	SPT16 homolog, facilitates chromatin remodeling subunit	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3436	chr2	150444180	150444287	+	224	NA	5' UTR (NM_015702, exon 1 of 8)	promoter-TSS (NM_015702)	97	NM_015702	27249	Hs.5324	NM_015702	ENSG00000168288	MMADHC	C2orf25|CL25022|cblD	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6333	chr9	100773570	100773712	+	224	NA	exon (NM_006401, exon 5 of 7)	exon (NM_006401, exon 5 of 7)	28152	NM_006401	10541	Hs.730654	NM_006401	ENSG00000136938	ANP32B	APRIL|PHAPI2|SSP29	acidic nuclear phosphoprotein 32 family member B	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2444	chr17	685462	685531	+	224	NA	5' UTR (NM_016080, exon 1 of 9)	promoter-TSS (NM_016080)	-17	NM_018146	55178	Hs.182729	NM_018146	ENSG00000171861	RNMTL1	HC90|MRM3|RMTL1	RNA methyltransferase like 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1793	chr13	53029577	53029665	+	223	NA	5' UTR (NM_001286687, exon 1 of 6)	promoter-TSS (NM_001286686)	126	NM_001286687	26586	Hs.444028	NM_018204	ENSG00000136108	CKAP2	LB1|TMAP|se20-10	cytoskeleton associated protein 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5554	chr6	111303242	111303342	+	223	NA	5' UTR (NM_032194, exon 1 of 10)	promoter-TSS (NM_032194)	72	NM_032194	84154	Hs.372265	NM_032194		RPF2	BXDC1|bA397G5.4	ribosome production factor 2 homolog	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2034	chr15	40331260	40331376	+	223	NA	5' UTR (NM_003134, exon 1 of 5)	promoter-TSS (NM_003134)	85	NM_003134	6727	Hs.533732	NM_003134	ENSG00000140319	SRP14	ALURBP	signal recognition particle 14kDa	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4624	chr3	186504476	186504560	+	222	NA	non-coding (NR_002989, exon 1 of 1)	promoter-TSS (NR_002989)	54	NR_002989	677847	Hs.688848	NR_002989	ENSG00000221420	SNORA81	HBI-61	small nucleolar RNA, H/ACA box 81	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6416	chr9	131314868	131314971	+	222	NA	5' UTR (NM_001130438, exon 1 of 57)	promoter-TSS (NM_001130438)	82	NM_001195532	6709	Hs.372331	NM_003127	ENSG00000197694	SPTAN1	EIEE5|NEAS|SPTA2	spectrin, alpha, non-erythrocytic 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1689	chr13	41634862	41634945	+	222	NA	Intergenic	promoter-TSS (NM_007187)	-794	NM_007187	11193	Hs.411300	NM_007187	ENSG00000120688	WBP4	FBP21	WW domain binding protein 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4604	chr5	40798218	40798279	+	222	NA	exon (NM_206907, exon 1 of 10)	promoter-TSS (NM_206907)	49	NM_006251	5562	Hs.43322	NM_006251	ENSG00000132356	PRKAA1	AMPK|AMPKa1	protein kinase, AMP-activated, alpha 1 catalytic subunit	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_948	chr11	910753	910818	+	222	NA	5' UTR (NM_001142674, exon 1 of 14)	promoter-TSS (NM_001142674)	89	NM_001142676	66005	Hs.144468	NM_023947	ENSG00000177830	CHID1	GL008|SI-CLP|SICLP	chitinase domain containing 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_768	chr10	43882796	43882895	+	221	NA	exon (NM_001098205, exon 4 of 4)	exon (NM_001098205, exon 4 of 4)	9434	NM_001098208	3185	Hs.808	NM_004966	ENSG00000169813	HNRNPF	HNRPF|OK/SW-cl.23|mcs94-1	heterogeneous nuclear ribonucleoprotein F	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5449	chr7	80548230	80548374	+	221	NA	5' UTR (NM_006379, exon 1 of 18)	5' UTR (NM_006379, exon 1 of 18)	365	NM_006379	10512	Hs.269109	NM_006379	ENSG00000075223	SEMA3C	SEMAE|SemE	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5475	chr7	92465824	92465887	+	221	NA	5' UTR (NM_001145306, exon 1 of 8)	promoter-TSS (NR_110088)	58	NR_110087	101927497	Hs.453788	NR_110086	ENSG00000237819	LOC101927497	-	uncharacterized LOC101927497	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4315	chr3	10157365	10157456	+	220	NA	exon (NM_018462, exon 1 of 3)	promoter-TSS (NM_018462)	77	NM_018462	55845	Hs.649307	NM_018462	ENSG00000254999	BRK1	C3orf10|HSPC300|MDS027|hHBrk1	BRICK1, SCAR/WAVE actin-nucleating complex subunit	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1212	chr11	77348708	77348839	+	220	NA	5' UTR (NM_001311199, exon 1 of 7)	promoter-TSS (NM_001311199)	78	NM_001293	1207	Hs.430733	NM_001293	ENSG00000074201	CLNS1A	CLCI|CLNS1B|ICln	chloride channel, nucleotide-sensitive, 1A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3307a	chr19	39191238	39191396	+	220	NA	exon (NM_004924, exon 2 of 21)	exon (NM_004924, exon 2 of 21)	43797	NM_144691	147968	Hs.731775	NM_144691	ENSG00000182472	CAPN12	-	calpain 12	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6513b	chrM	12139	12326	+	220	NA	NA	Intergenic	NA	NA								
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5277	chr6	166365096	166365177	+	220	NA	intron (NR_026860, intron 1 of 1)	intron (NR_026860, intron 1 of 1)	-35903	NR_027284	441177	Hs.708964	NM_001013720	ENSG00000281832	LINC00602	-	long intergenic non-protein coding RNA 602	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2956	chr19	10277271	10277342	+	220	NA	exon (NM_001130823, exon 11 of 41)	exon (NM_001130823, exon 11 of 41)	28449	NM_001130823	1786	Hs.202672	NM_001379	ENSG00000130816	DNMT1	ADCADN|AIM|CXXC9|DNMT|HSN1E|MCMT	DNA (cytosine-5-)-methyltransferase 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_806	chr10	73975777	73975870	+	220	NA	5' UTR (NM_001242548, exon 1 of 3)	promoter-TSS (NR_038392)	44	NM_001198798	51008	Hs.500007	NM_015947	ENSG00000138303	ASCC1	ASC1p50|CGI-18|p50	activating signal cointegrator 1 complex subunit 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_76	chr1	22379182	22379254	+	220	NA	5' UTR (NM_044472, exon 1 of 6)	promoter-TSS (NM_044472)	98	NM_044472	998	Hs.467637	NM_001791	ENSG00000070831	CDC42	CDC42Hs|G25K	cell division cycle 42	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5151	chr5	134094472	134094571	+	220	NA	5' UTR (NM_014829, exon 1 of 23)	promoter-TSS (NM_014829)	97	NM_014829	9879	Hs.406549	NM_014829	ENSG00000145833	DDX46	PRPF5|Prp5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3331	chr2	85641082	85641168	+	219	NA	5' UTR (NM_001256139, exon 1 of 10)	promoter-TSS (NM_001256139)	72	NM_001256139	822	Hs.516155	NM_001747	ENSG00000042493	CAPG	AFCP|HEL-S-66|MCP	capping protein (actin filament), gelsolin-like	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5984	chr9	34637621	34637791	+	219	NA	5' UTR (NM_147157, exon 1 of 3)	non-coding (NR_104108, exon 1 of 4)	117	NM_001282209	10280	Hs.522087	NM_005866	ENSG00000147955	SIGMAR1	ALS16|OPRS1|SIG-1R|SR-BP|SR-BP1|SRBP|hSigmaR1|sigma1R	sigma non-opioid intracellular receptor 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1273	chr11	93454956	93455044	+	219	NA	non-coding (NR_002569, exon 1 of 1)	TTS (NR_002569)	320	NR_002569	619383	Hs.660668	NR_002569	ENSG00000254911	SCARNA9	Z32|mgU2-19/30	small Cajal body-specific RNA 9	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2884	chr18	55288929	55289008	+	219	NA	5' UTR (NM_004539, exon 1 of 14)	5' UTR (NM_004539, exon 1 of 14)	209	NM_004539	4677	Hs.465224	NM_004539	ENSG00000134440	NARS	ASNRS|NARS1	asparaginyl-tRNA synthetase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_38	chr1	8934853	8934959	+	218	NA	exon (NM_001428, exon 2 of 12)	exon (NM_001428, exon 2 of 12)	-3271	NM_001201483	2023	Hs.517145	NM_001428	ENSG00000074800	ENO1	ENO1L1|HEL-S-17|MPB1|NNE|PPH	enolase 1, (alpha)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_753	chr10	38645316	38645387	+	218	NA	non-coding (NR_003086, exon 1 of 8)	promoter-TSS (NR_003086)	43	NR_003086	158160	Hs.652484	NM_182829	ENSG00000099251	HSD17B7P2	HSD17B7|Hsd17b_2|bA291L22.1	hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2	pseudo
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5653	chr8	27467975	27468117	+	218	NA	exon (NM_001831, exon 2 of 9)	TTS (NR_106902)	222	NR_106902	102465508		NR_106902	ENSG00000273705	MIR6843	hsa-mir-6843	microRNA 6843	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1415	chr12	19389831	19389890	+	217	NA	intron (NM_001256787, intron 1 of 25)	intron (NM_001256787, intron 1 of 25)	31601	NM_001256787	54477	Hs.188614	NM_019012	ENSG00000052126	PLEKHA5	PEPP-2|PEPP2	pleckstrin homology domain containing, family A member 5	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_96	chr1	26606577	26606647	+	217	NA	5' UTR (NM_031286, exon 1 of 3)	5' UTR (NM_031286, exon 1 of 3)	399	NM_031286	83442	Hs.109051	NM_031286		SH3BGRL3	HEL-S-297|SH3BP-1|TIP-B1	SH3 domain binding glutamate-rich protein like 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2752	chr17	38137062	38137160	+	217	NA	5' UTR (NM_002809, exon 1 of 12)	promoter-TSS (NM_002809)	90	NM_002809	5709	Hs.12970	NM_002809	ENSG00000108344	PSMD3	P58|RPN3|S3|TSTA2	proteasome 26S subunit, non-ATPase 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1223	chr11	70244653	70244747	+	217	NA	5' UTR (NM_138565, exon 1 of 17)	promoter-TSS (NM_138565)	88	NM_005231	2017	Hs.596164	NM_005231	ENSG00000085733	CTTN	EMS1	cortactin	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1147	chr11	65430327	65430386	+	217	NA	5' UTR (NM_001243984, exon 1 of 11)	promoter-TSS (NM_001243984)	87	NM_001243985	5970	Hs.502875	NM_021975	ENSG00000173039	RELA	NFKB3|p65	v-rel avian reticuloendotheliosis viral oncogene homolog A	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1910	chr14	69445953	69446020	+	217	NA	5' UTR (NM_001102, exon 1 of 21)	promoter-TSS (NM_001102)	97	NM_001102	87	Hs.235750	NM_001102	ENSG00000072110	ACTN1	BDPLT15	actinin, alpha 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_329	chr1	111682858	111682913	+	217	NA	5' UTR (NM_006090, exon 1 of 9)	promoter-TSS (NM_178454)	-47	NM_178454	128338	Hs.485606	NM_178454	ENSG00000156171	DRAM2	PRO180|TMEM77|WWFQ154	DNA-damage regulated autophagy modulator 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3530	chr2	39005345	39005419	+	217	NA	5' UTR (NM_024775, exon 1 of 3)	promoter-TSS (NM_024775)	55	NM_024775	79833	Hs.143818	NM_024775		GEMIN6	-	gem nuclear organelle associated protein 6	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1775	chr13	48807294	48807403	+	216	NA	5' UTR (NM_021999, exon 1 of 6)	promoter-TSS (NM_021999)	74	NM_021999	9445	Hs.643683	NM_021999		ITM2B	ABRI|BRI|BRI2|BRICD2B|E25B|E3-16|FBD|RDGCA|imBRI2	integral membrane protein 2B	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4072	chr3	57582977	57583136	+	216	NA	5' UTR (NM_001660, exon 1 of 6)	promoter-TSS (NR_132369)	159	NM_001660	378	Hs.652183	NM_001660	ENSG00000168374	ARF4	ARF2	ADP-ribosylation factor 4	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3604	chr2	241075634	241075722	+	216	NA	exon (NM_001163424, exon 1 of 3)	promoter-TSS (NM_001163424)	69	NM_001163424	150678	Hs.293884	NM_138336	ENSG00000172428	MYEOV2	-	myeloma overexpressed 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2012	chr14	70346133	70346201	+	215	NA	5' UTR (NM_001034852, exon 1 of 12)	promoter-TSS (NM_001034852)	53	NM_001034852	64093	Hs.497349	NM_022137	ENSG00000198732	SMOC1	OAS	SPARC related modular calcium binding 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1157	chr11	65160047	65160097	+	215	NA	intron (NM_001300833, intron 3 of 9)	intron (NM_001300833, intron 3 of 9)	6031	NM_001300832	83786	Hs.578433	NM_031904	ENSG00000126391	FRMD8	FKSG44	FERM domain containing 8	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5884	chr8	144999052	144999177	+	215	NA	exon (NM_000445, exon 32 of 33)	exon (NM_000445, exon 32 of 33)	14644	NM_201384	5339	Hs.434248	NM_000445	ENSG00000178209	PLEC	EBS1|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN	plectin	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5096	chr6	75915694	75915765	+	214	NA	Intergenic	promoter-TSS (NM_004370)	-106	NM_080645	1303	Hs.101302	NM_004370	ENSG00000111799	COL12A1	BA209D8.1|COL12A1L|DJ234P15.1	collagen, type XII, alpha 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_64	chr1	19923486	19923576	+	214	NA	5' UTR (NM_001032363, exon 1 of 4)	promoter-TSS (NM_001032363)	60	NM_001032363	440574	Hs.466662	NM_001032363	ENSG00000173436	MINOS1	C1orf151|MIO10|Mic10	mitochondrial inner membrane organizing system 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1284	chr11	101981148	101981232	+	214	NA	Intergenic	promoter-TSS (NM_001195044)	-2	NM_001282098	10413	Hs.503692	NM_006106	ENSG00000137693	YAP1	COB1|YAP|YAP2|YAP65|YKI	Yes-associated protein 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3994	chr3	33835170	33835222	+	214	NA	Intergenic--2996	U3|snRNA|snRNA	-4867	NM_001162429	10015	Hs.475896	NM_013374	ENSG00000170248	PDCD6IP	AIP1|ALIX|DRIP4|HP95	programmed cell death 6 interacting protein	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2244	chr16	11945297	11945417	+	214	NA	exon (NM_015659, exon 1 of 9)	promoter-TSS (NM_015659)	85	NM_015659	26156	Hs.401842	NM_015659	ENSG00000171490	RSL1D1	CSIG|L12|PBK1|UTP30	ribosomal L1 domain containing 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3417	chr19	54606163	54606219	+	214	NA	exon (NM_004542, exon 1 of 4)	promoter-TSS (NM_004542)	31	NM_004542	4696	Hs.198269	NM_004542		NDUFA3	B9|CI-B9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_382	chr1	149224521	149224582	+	214	NA	Intergenic--934	CpG	-62579	NR_111933	388692	Hs.271249	NM_001013644		LOC388692	-	uncharacterized LOC388692	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5224	chr5	153418537	153418603	+	214	NA	5' UTR (NM_001135037, exon 1 of 2)	promoter-TSS (NM_018691)	51	NM_001242336	4238	Hs.432818	NM_005927		MFAP3	-	microfibrillar associated protein 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1146	chr11	64008556	64008631	+	214	NA	5' UTR (NM_004470, exon 1 of 6)	promoter-TSS (NM_001135208)	-11	NM_001135208	2286	Hs.227729	NM_004470	ENSG00000173486	FKBP2	FKBP-13|PPIase	FK506 binding protein 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_630	chr1	225615660	225615798	+	214	NA	5' UTR (NM_002296, exon 1 of 14)	promoter-TSS (NM_002296)	86	NM_002296	3930	Hs.435166	NM_002296	ENSG00000143815	LBR	DHCR14B|LMN2R|PHA|TDRD18	lamin B receptor	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2204	chr16	2012418	2012467	+	214	NA	non-coding (NR_002327, exon 1 of 1)	promoter-TSS (NR_002327)	25	NR_002327	574042	Hs.679928	NR_002327	ENSG00000206811	SNORA10	ACA10	small nucleolar RNA, H/ACA box 10	snoRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_906	chr10	120803531	120803628	+	213	NA	exon (NM_003750, exon 18 of 22)	exon (NM_003750, exon 18 of 22)	14351	NM_199461	340719	Hs.591918	NM_199461	ENSG00000188613	NANOS1	EC_Rep1a|NOS-1|NOS1|SPGF12	nanos homolog 1 (Drosophila)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3079	chr19	42463423	42463506	+	213	NA	5' UTR (NM_006423, exon 1 of 5)	promoter-TSS (NM_006423)	64	NM_006423	10567	Hs.11417	NM_006423	ENSG00000105404	RABAC1	PRA1|PRAF1|YIP3	Rab acceptor 1 (prenylated)	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5129	chr6	90348383	90348465	+	213	NA	exon (NM_020466, exon 1 of 3)	promoter-TSS (NM_020466)	50	NM_020466	57226	Hs.177275	NM_020466	ENSG00000083099	LYRM2	DJ122O8.2	LYR motif containing 2	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5261	chr6	159191797	159191901	+	213	NA	exon (NM_001111077, exon 10 of 14)	exon (NM_001111077, exon 10 of 14)	-6064	NR_037482	100500851		NR_037482	ENSG00000265558	MIR3918	mir-3918	microRNA 3918	ncRNA
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4522	chr3	127771250	127771361	+	212	NA	5' UTR (NM_013336, exon 1 of 12)	promoter-TSS (NM_013336)	93	NM_013336	29927	Hs.518236	NM_013336	ENSG00000058262	SEC61A1	HSEC61|SEC61|SEC61A	Sec61 translocon alpha 1 subunit	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5046	chr6	43484580	43484669	+	212	NA	5' UTR (NM_015388, exon 1 of 9)	promoter-TSS (NM_203290)	104	NM_015388	25844	Hs.440950	NM_015388	ENSG00000137207	YIPF3	C6orf109|FinGER3|KLIP1|dJ337H4.3	Yip1 domain family member 3	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2760	chr17	38444133	38444248	+	212	NA	5' UTR (NM_001254, exon 1 of 12)	promoter-TSS (NM_001254)	44	NM_001254	990	Hs.405958	NM_001254		CDC6	CDC18L|HsCDC18|HsCDC6	cell division cycle 6	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2500	chr16	57481367	57481469	+	211	NA	5' UTR (NM_001308347, exon 1 of 9)	promoter-TSS (NM_001308347)	22	NM_001308347	57019	Hs.4900	NM_020313	ENSG00000005194	CIAPIN1	Anamorsin|DRE2|PRO0915	cytokine induced apoptosis inhibitor 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5311	chr6	10723359	10723486	+	211	NA	5' UTR (NM_016462, exon 1 of 6)	5' UTR (NM_016462, exon 1 of 6)	274	NM_016462	51522	Hs.519557	NM_016462	ENSG00000111843	TMEM14C	C6orf53|HSPC194|MSTP073|NET26|bA421M1.6	transmembrane protein 14C	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6076	chr8	42948652	42948712	+	211	NA	5' UTR (NM_032237, exon 1 of 5)	promoter-TSS (NM_032237)	33	NM_001277971	84197	Hs.491646	NM_032237	ENSG00000185900	POMK	MDDGA12|MDDGC12|SGK196	protein-O-mannose kinase	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_113	chr1	28844748	28844846	+	211	NA	5' UTR (NM_001269, exon 1 of 10)	promoter-TSS (NM_001269)	52	NM_001048195	1104	Hs.469723	NM_001269	ENSG00000180198	RCC1	CHC1|RCC1-I|SNHG3-RCC1	regulator of chromosome condensation 1	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6567	chrX	41193415	41193474	+	211	NA	5' UTR (NM_001193417, exon 1 of 16)	promoter-TSS (NM_001193417)	29	NM_001193416	1654	Hs.728563	NM_001356	ENSG00000215301	DDX3X	CAP-Rf|DBX|DDX14|DDX3|HLP2	DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked	protein-coding
4E1-eFT-01_S5_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6457	chr9	136216966	136217019	+	211	NA	non-coding (NR_000017, exon 1 of 1)	promoter-TSS (NR_002448)	43	NR_000017	26814		NR_000017	ENSG00000200831	SNORD36B	RNU36B|U36b	small nucleolar RNA, C/D box 36B	snoRNA
