PeakID (cmd=annotatePeaks.pl 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_583	chr1	226349331	226349382	+	82	NA	exon (NM_022735, exon 4 of 8)	exon (NM_022735, exon 4 of 8)	25067	NM_022735	64746	Hs.520207	NM_022735	ENSG00000182827	ACBD3	GCP60|GOCAP1|GOLPH1|PAP7	acyl-CoA binding domain containing 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1220	chr12	7125712	7125807	+	82	NA	5' UTR (NM_005768, exon 1 of 13)	promoter-TSS (NM_005768)	83	NM_005768	10162	Hs.655248	NM_005768	ENSG00000111684	LPCAT3	C3F|LPCAT|LPLAT 5|LPSAT|MBOAT5|OACT5|nessy	lysophosphatidylcholine acyltransferase 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2936	chr19	18794471	18794553	+	82	NA	5' UTR (NM_001098482, exon 1 of 15)	promoter-TSS (NM_001098482)	87	NM_001098482	23373	Hs.371096	NM_015321	ENSG00000105662	CRTC1	MECT1|TORC-1|TORC1|WAMTP1	CREB regulated transcription coactivator 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3706	chr3	48130299	48130381	+	82	NA	5' UTR (NM_002375, exon 1 of 19)	5' UTR (NM_002375, exon 1 of 19)	429	NM_001134364	4134	Hs.517949	NM_002375	ENSG00000047849	MAP4	-	microtubule associated protein 4	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2079	chr15	99191770	99191873	+	82	NA	5' UTR (NM_000875, exon 1 of 21)	promoter-TSS (NM_000875)	53	NM_001291858	3480	Hs.643120	NM_000875	ENSG00000140443	IGF1R	CD221|IGFIR|IGFR|JTK13	insulin-like growth factor 1 receptor	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2802	chr19	1026617	1026672	+	82	NA	5' UTR (NM_201277, exon 1 of 6)	5' UTR (NM_201277, exon 1 of 6)	370	NM_001303499	1265	Hs.651512	NM_004368	ENSG00000064666	CNN2	-	calponin 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2126	chr16	3493677	3493755	+	82	NA	5' UTR (NM_001083601, exon 1 of 8)	promoter-TSS (NM_152457)	48	NM_001083601	79903	Hs.513296	NM_024845	ENSG00000122390	NAA60	HAT4|NAT15	N(alpha)-acetyltransferase 60, NatF catalytic subunit	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3739	chr3	53164373	53164446	+	82	NA	exon (NM_052859, exon 1 of 13)	promoter-TSS (NM_052859)	61	NM_052859	91869	Hs.631910	NM_052859	ENSG00000163933	RFT1	CDG1N	RFT1 homolog	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4801	chr6	101329138	101329225	+	82	NA	5' UTR (NM_001284271, exon 1 of 13)	promoter-TSS (NM_001284271)	67	NM_001284271	10973	Hs.486031	NM_006828	ENSG00000112249	ASCC3	ASC1p200|HELIC1|RNAH	activating signal cointegrator 1 complex subunit 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4182	chr3	184081156	184081258	+	82	NA	5' UTR (NM_001278698, exon 1 of 5)	5' UTR (NM_001278698, exon 1 of 5)	436	NM_001278698	5437	Hs.432574	NM_006232	ENSG00000163882	POLR2H	RPABC3|RPB17|RPB8	polymerase (RNA) II (DNA directed) polypeptide H	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2190	chr16	29802061	29802157	+	82	NA	5' UTR (NM_001256269, exon 1 of 15)	promoter-TSS (NM_001256270)	75	NM_007317	3835	Hs.612151	NM_007317	ENSG00000079616	KIF22	A-328A3.2|KID|KNSL4|OBP|OBP-1|OBP-2|SEMDJL2	kinesin family member 22	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4464	chr5	141392528	141392608	+	82	NA	5' UTR (NM_005471, exon 1 of 7)	promoter-TSS (NM_005471)	52	NM_005471	10007	Hs.633853	NM_005471	ENSG00000113552	GNPDA1	GNP1|GNPDA|GNPI|GPI|HLN	glucosamine-6-phosphate deaminase 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5182	chr7	150754910	150754976	+	82	NA	5' UTR (NM_004935, exon 1 of 12)	promoter-TSS (NM_001199692)	109	NM_001164410	1020	Hs.647078	NM_004935		CDK5	LIS7|PSSALRE	cyclin-dependent kinase 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3760	chr21	35747806	35747896	+	82	NA	5' UTR (NM_058182, exon 1 of 4)	promoter-TSS (NM_001313692)	72	NM_001313692	102723553	Hs.656195	NM_001313692		SMIM11B	-	small integral membrane protein 11B	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2192	chr16	70812929	70813012	+	82	NA	intron (NM_018052, intron 9 of 18)	tRNA-Gly-GGY|tRNA|tRNA	22091	NM_018052	55697	Hs.445061	NM_018052	ENSG00000103043	VAC14	ArPIKfyve|TAX1BP2|TRX	Vac14 homolog (S. cerevisiae)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_353	chr1	115292735	115292801	+	82	NA	5' UTR (NM_007158, exon 2 of 19)	5' UTR (NM_007158, exon 2 of 19)	7903	NM_001242893	7812	Hs.69855	NM_007158	ENSG00000009307	CSDE1	D1S155E|UNR	cold shock domain containing E1, RNA binding	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_740	chr10	75503936	75504014	+	82	NA	Intergenic	promoter-TSS (NM_004922)	-156	NM_198597	9632	Hs.81964	NM_004922	ENSG00000176986	SEC24C	-	SEC24 homolog C, COPII coat complex component	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5008	chr7	44880479	44880560	+	82	NA	exon (NM_012412, exon 3 of 5)	exon (NM_012412, exon 3 of 5)	7206	NM_201517	94239	Hs.488189	NM_012412	ENSG00000105968	H2AFV	H2A.Z-2|H2AV	H2A histone family, member V	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_371	chr1	154087547	154087596	+	82	NA	intron (NM_207308, intron 12 of 39)	intron (NM_207308, intron 12 of 39)	40021	NM_001159484	91181	Hs.67639	NM_207308	ENSG00000143552	NUP210L	-	nucleoporin 210kDa like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3892	chr3	154042189	154042271	+	82	NA	5' UTR (NM_020865, exon 1 of 25)	promoter-TSS (NM_020865)	56	NM_001114397	170506	Hs.446270	NM_020865	ENSG00000174953	DHX36	DDX36|G4R1|MLEL1|RHAU	DEAH (Asp-Glu-Ala-His) box polypeptide 36	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5301	chr7	89976006	89976087	+	82	NA	5' UTR (NM_001042717, exon 1 of 8)	promoter-TSS (NM_001042717)	67	NM_033107	85865	Hs.593547	NM_033107	ENSG00000105793	GTPBP10	ObgH2|UG0751c10	GTP-binding protein 10 (putative)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2220	chr16	84150359	84150437	+	82	NA	5' UTR (NM_003791, exon 1 of 23)	5' UTR (NM_003791, exon 1 of 23)	150	NM_003791	8720	Hs.75890	NM_003791	ENSG00000140943	MBTPS1	PCSK8|S1P|SKI-1	membrane bound transcription factor peptidase, site 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5242	chr8	27695243	27695323	+	82	NA	5' UTR (NM_001278945, exon 1 of 8)	5' UTR (NM_001278945, exon 1 of 8)	329	NM_001278945	55872	Hs.104741	NM_018492	ENSG00000168078	PBK	CT84|HEL164|Nori-3|SPK|TOPK	PDZ binding kinase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5746	chrX	15403118	15403170	+	82	NA	exon (NM_003662, exon 10 of 10)	promoter-TSS (NM_004469)	-609	NM_004469	2277	Hs.11392	NM_004469	ENSG00000165197	FIGF	VEGF-D|VEGFD	c-fos induced growth factor (vascular endothelial growth factor D)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2454	chr17	42277382	42277447	+	82	NA	Intergenic--13853	CpG	-1885	NM_001098833	56970	Hs.512651	NM_020218	ENSG00000087152	ATXN7L3	-	ataxin 7-like 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3016	chr19	45582518	45582588	+	82	NA	5' UTR (NM_001007269, exon 1 of 2)	promoter-TSS (NM_001007269)	23	NM_001007269	79760	Hs.466919	NM_024707	ENSG00000142252	GEMIN7	SIP3	gem nuclear organelle associated protein 7	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1025	chr11	64781631	64781728	+	82	NA	5' UTR (NM_001667, exon 1 of 5)	promoter-TSS (NM_001667)	94	NM_001199745	402	Hs.502836	NM_001667	ENSG00000213465	ARL2	ARFL2	ADP-ribosylation factor like GTPase 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3983	chr4	4543658	4543755	+	82	NA	5' UTR (NM_016930, exon 1 of 11)	promoter-TSS (NM_016930)	69	NM_016930	53407	Hs.584913	NM_016930	ENSG00000168818	STX18	Ufe1	syntaxin 18	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2103	chr16	2009544	2009629	+	82	NA	5' UTR (NM_004548, exon 1 of 4)	promoter-TSS (NM_004548)	69	NM_004548	4716	Hs.513266	NM_004548	ENSG00000140990	NDUFB10	PDSW	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3301	chr2	105716164	105716249	+	82	NA	exon (NM_182640, exon 11 of 11)	exon (NM_182640, exon 11 of 11)	3196	NR_110227	101927492	Hs.469537	NR_110227	ENSG00000231851	UTAT33	-	uncharacterized LOC101927492	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1244	chr12	21791265	21791403	+	82	NA	exon (NM_001174097, exon 6 of 8)	exon (NM_001174097, exon 6 of 8)	19394	NM_001174097	3945	Hs.446149	NM_002300	ENSG00000111716	LDHB	HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5	lactate dehydrogenase B	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_319	chr1	101491284	101491348	+	82	NA	5' UTR (NM_001077394, exon 1 of 8)	promoter-TSS (NR_109849)	46	NM_001077395	51611	Hs.440776	NM_015958		DPH5	AD-018|CGI-30|HSPC143|NPD015	diphthamide biosynthesis 5	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4042a	chr4	57976179	57976308	+	82	NA	exon (NM_001553, exon 1 of 5)	exon (NM_001553, exon 1 of 5)	308	NM_001253835	3490	Hs.479808	NM_001553	ENSG00000163453	IGFBP7	AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF	insulin like growth factor binding protein 7	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3922	chr3	172428742	172428855	+	82	NA	5' UTR (NM_001146278, exon 1 of 4)	exon (NM_020792, exon 1 of 5)	210	NM_001146278	57552	Hs.444099	NM_020792	ENSG00000144959	NCEH1	AADACL1|NCEH	neutral cholesterol ester hydrolase 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1616	chr13	37574923	37574975	+	82	NA	exon (NM_181503, exon 1 of 11)	exon (NM_181503, exon 1 of 11)	271	NM_181503	11340	Hs.294041	NM_181503	ENSG00000120699	EXOSC8	CIP3|EAP2|OIP2|PCH1C|RRP43|Rrp43p|bA421P11.3|p9	exosome component 8	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1146	chr11	94226861	94227016	+	82	NA	5' UTR (NM_005590, exon 1 of 19)	promoter-TSS (NM_017704)	102	NM_005591	4361	Hs.192649	NM_005590	ENSG00000020922	MRE11A	ATLD|HNGS1|MRE11|MRE11B	MRE11 homolog A, double strand break repair nuclease	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2770	chr19	14247336	14247389	+	82	NA	5' UTR (NM_018154, exon 1 of 4)	promoter-TSS (NM_018154)	78	NM_018154	55723	Hs.26516	NM_018154	ENSG00000105011	ASF1B	CIA-II	anti-silencing function 1B histone chaperone	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2872	chr19	11561704	11561759	+	82	NA	3' UTR (NM_001289103, exon 18 of 18)	TTS (NM_001289103)	-15128	NM_001302453	115948	Hs.124010	NM_145045	ENSG00000198003	CCDC151	CILD30	coiled-coil domain containing 151	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5828	chrX	80377072	80377180	+	82	NA	5' UTR (NM_030763, exon 2 of 7)	5' UTR (NM_030763, exon 2 of 7)	-80177	NM_003022	6451	Hs.108029	NM_003022	ENSG00000131171	SH3BGRL	HEL-S-115|SH3BGR	SH3 domain binding glutamate-rich protein like	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1437	chr12	109531222	109531273	+	82	NA	5' UTR (NM_001205180, exon 1 of 3)	promoter-TSS (NM_001205180)	46	NM_001205179	121642	Hs.374458	NM_001001655	ENSG00000189046	ALKBH2	ABH2	alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5213	chr7	30634503	30634563	+	82	NA	5' UTR (NM_001316772, exon 1 of 17)	promoter-TSS (NM_002047)	24	NM_002047	2617	Hs.404321	NM_002047	ENSG00000106105	GARS	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	glycyl-tRNA synthetase	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5916	chr9	137533572	137533681	+	82	NA	Intergenic	promoter-TSS (NM_001278074)	-25	NM_000093	1289	Hs.210283	NM_000093	ENSG00000130635	COL5A1	EDSC	collagen, type V, alpha 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1625	chr13	43597732	43597836	+	82	NA	exon (NM_013238, exon 1 of 6)	exon (NM_013238, exon 1 of 6)	422	NM_013238	29103	Hs.438830	NM_013238		DNAJC15	DNAJD1|HSD18|MCJ	DnaJ (Hsp40) homolog, subfamily C, member 15	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3100	chr2	85581602	85581654	+	82	NA	exon (NM_017750, exon 1 of 11)	promoter-TSS (NM_032213)	193	NM_017750	54884	Hs.440401	NM_017750	ENSG00000042445	RETSAT	-	retinol saturase (all-trans-retinol 13,14-reductase)	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4865	chr6	136710574	136710637	+	82	NA	5' UTR (NM_001198619, exon 4 of 18)	exon (NM_001198609, exon 4 of 18)	77408	NM_001198615	9053	Hs.486548	NM_003980	ENSG00000135525	MAP7	E-MAP-115|EMAP115	microtubule-associated protein 7	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1599	chr13	28196016	28196116	+	82	NA	5' UTR (NM_152705, exon 1 of 3)	5' UTR (NM_152705, exon 1 of 3)	150	NM_152705	51082	Hs.507584	NM_015972	ENSG00000186184	POLR1D	AC19|POLR1C|RPA16|RPA9|RPAC2|RPC16|RPO1-3|TCS2	polymerase (RNA) I polypeptide D	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5574	chr8	61429500	61429595	+	81	NA	5' UTR (NM_002865, exon 1 of 8)	promoter-TSS (NM_002865)	78	NM_002865	5862	Hs.369017	NM_002865	ENSG00000104388	RAB2A	LHX|RAB2	RAB2A, member RAS oncogene family	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_167	chr1	43424485	43424538	+	81	NA	5' UTR (NM_006516, exon 1 of 10)	promoter-TSS (NR_033967)	-209	NR_033967	440584	Hs.260928	NR_033967	ENSG00000227533	SLC2A1-AS1	-	SLC2A1 antisense RNA 1	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5475	chr8	11667310	11667367	+	81	NA	exon (NM_001287751, exon 2 of 7)	exon (NM_001287751, exon 2 of 7)	685	NM_001287751	2222	Hs.593928	NM_004462	ENSG00000079459	FDFT1	DGPT|ERG9|SQS|SS	farnesyl-diphosphate farnesyltransferase 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_90	chr1	26606591	26606642	+	81	NA	5' UTR (NM_031286, exon 1 of 3)	5' UTR (NM_031286, exon 1 of 3)	403	NM_031286	83442	Hs.109051	NM_031286		SH3BGRL3	HEL-S-297|SH3BP-1|TIP-B1	SH3 domain binding glutamate-rich protein like 3	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4052	chr4	69179884	69179960	+	81	NA	exon (NM_001031732, exon 17 of 17)	exon (NM_001031732, exon 17 of 17)	35902	NM_133370	91746	Hs.175955	NM_133370	ENSG00000083896	YTHDC1	YT521|YT521-B	YTH domain containing 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1439	chr12	110011241	110011303	+	81	NA	exon (NM_052845, exon 1 of 9)	promoter-TSS (NM_052845)	86	NM_052845	326625	Hs.12106	NM_052845	ENSG00000139428	MMAB	ATR|CFAP23|cblB|cob	methylmalonic aciduria (cobalamin deficiency) cblB type	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2052	chr15	79165200	79165250	+	81	NA	5' UTR (NM_006791, exon 1 of 12)	promoter-TSS (NM_001265604)	102	NM_001265603	10933	Hs.374503	NM_006791	ENSG00000185787	MORF4L1	Eaf3|FWP006|HsT17725|MEAF3|MORFRG15|MRG15|S863-6	mortality factor 4 like 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2734	chr19	10230522	10230579	+	81	NA	5' UTR (NM_003755, exon 1 of 11)	promoter-TSS (NM_003755)	49	NM_003755	8666	Hs.529059	NM_003755	ENSG00000130811	EIF3G	EIF3-P42|EIF3S4|eIF3-delta|eIF3-p44	eukaryotic translation initiation factor 3, subunit G	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2369	chr17	27045150	27045201	+	81	NA	5' UTR (NM_001256277, exon 1 of 11)	promoter-TSS (NM_001256281)	111	NM_001256277	83871	Hs.301853	NM_031934	ENSG00000109113	RAB34	RAB39|RAH	RAB34, member RAS oncogene family	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_928	chr11	32112623	32112722	+	81	NA	5' UTR (NM_002901, exon 1 of 6)	5' UTR (NM_002901, exon 1 of 6)	195	NM_002901	5954	Hs.97887	NM_002901	ENSG00000049449	RCN1	HEL-S-84|PIG20|RCAL|RCN	reticulocalbin 1, EF-hand calcium binding domain	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2787	chr19	17515188	17515243	+	81	NA	exon (NM_004335, exon 2 of 5)	exon (NM_004335, exon 2 of 5)	1242	NM_004335	684	Hs.118110	NM_004335	ENSG00000130303	BST2	CD317|TETHERIN	bone marrow stromal cell antigen 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2829	chr19	39322378	39322430	+	81	NA	exon (NM_001398, exon 1 of 10)	promoter-TSS (NM_001398)	93	NM_001398	1891	Hs.196176	NM_001398	ENSG00000104823	ECH1	HPXEL	enoyl-CoA hydratase 1, peroxisomal	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3056b	chr2	61765332	61765470	+	81	NA	5' UTR (NM_003400, exon 1 of 25)	promoter-TSS (NM_003400)	17	NM_003400	7514	Hs.370770	NM_003400	ENSG00000082898	XPO1	CRM1|emb|exp1	exportin 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_862	chr11	819575	819625	+	81	NA	5' UTR (NM_020376, exon 2 of 10)	5' UTR (NM_020376, exon 2 of 10)	699	NM_020376	57104	Hs.654697	NM_020376	ENSG00000177666	PNPLA2	1110001C14Rik|ATGL|FP17548|PEDF-R|TTS-2.2|TTS2|iPLA2zeta	patatin-like phospholipase domain containing 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2474	chr17	47785199	47785292	+	81	NA	5' UTR (NM_001278784, exon 1 of 9)	promoter-TSS (NM_001278784)	68	NM_005827	10237	Hs.154073	NM_005827	ENSG00000121073	SLC35B1	UGTREL1	solute carrier family 35, member B1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5279	chr7	73609141	73609208	+	81	NA	exon (NM_031992, exon 5 of 6)	exon (NM_031992, exon 5 of 6)	3646	NR_030321	693175		NR_030321	ENSG00000207741	MIR590	MIRN590|hsa-mir-590|mir-590	microRNA 590	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_24	chr1	8045060	8045171	+	81	NA	3' UTR (NM_001123377, exon 7 of 7)	3' UTR (NM_001123377, exon 7 of 7)	23401	NM_001123377	11315	Hs.419640	NM_007262	ENSG00000116288	PARK7	DJ-1|DJ1|HEL-S-67p	parkinson protein 7	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1076	chr11	65770253	65770309	+	81	NA	intron (NM_003860, intron 1 of 2)	promoter-TSS (NM_032325)	-644	NM_001242481	84285	Hs.425178	NM_032325	ENSG00000175376	EIF1AD	haponin	eukaryotic translation initiation factor 1A domain containing	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4275	chr4	53578801	53578916	+	81	NA	non-coding (NR_039651, exon 1 of 1)	promoter-TSS (NR_003016)	9	NR_039651	100616436		NR_039651	ENSG00000264585	MIR4449	-	microRNA 4449	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1932	chr15	32908126	32908178	+	81	NA	5' UTR (NM_014783, exon 1 of 12)	5' UTR (NM_014783, exon 1 of 12)	461	NM_199357	9824	Hs.591130	NM_014783	ENSG00000198826	ARHGAP11A	GAP (1-12)	Rho GTPase activating protein 11A	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3639	chr22	50946064	50946133	+	81	NA	exon (NM_033200, exon 1 of 14)	promoter-TSS (NM_014551)	37	NM_033200	91289	Hs.150540	NM_033200	ENSG00000100258	LMF2	TMEM112B|TMEM153	lipase maturation factor 2	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2572	chr17	79895101	79895173	+	81	NA	intron (NM_001282279, intron 1 of 6)	promoter-TSS (NM_006907)	-4	NM_153824	5831	Hs.163451	NM_006907	ENSG00000183010	PYCR1	ARCL2B|ARCL3B|P5C|P5CR|PIG45|PP222|PRO3|PYCR	pyrroline-5-carboxylate reductase 1	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4911a	chr6	166401272	166401521	+	81	NA	non-coding (NR_027284, exon 1 of 1)	non-coding (NR_027284, exon 1 of 1)	131	NR_026860	90632	Hs.31917	NR_026860	ENSG00000223414	LINC00473	C6orf176|bA142J11.1	long intergenic non-protein coding RNA 473	ncRNA
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2255	chr16	89875020	89875082	+	81	NA	intron (NM_001286167, intron 5 of 42)	intron (NM_001286167, intron 5 of 42)	8014	NM_001286167	2175	Hs.744083	NM_000135	ENSG00000187741	FANCA	FA|FA-H|FA1|FAA|FACA|FAH|FANCH	Fanconi anemia complementation group A	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_66	chr1	21880625	21880676	+	81	NA	intron (NM_000478, intron 2 of 11)	intron (NM_000478, intron 2 of 11)	44792	NM_001177520	249	Hs.75431	NM_000478	ENSG00000162551	ALPL	AP-TNAP|APTNAP|HOPS|TNAP|TNSALP	alkaline phosphatase, liver/bone/kidney	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3259	chr2	75873915	75873965	+	80	NA	exon (NM_014763, exon 1 of 6)	promoter-TSS (NM_014763)	31	NM_014763	9801	Hs.44024	NM_014763		MRPL19	L19mt|MRP-L15|MRP-L19|MRPL15|RLX1|RPML15	mitochondrial ribosomal protein L19	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4878	chr6	146135804	146135863	+	80	NA	5' UTR (NM_032145, exon 1 of 3)	promoter-TSS (NM_032145)	88	NM_032145	84085	Hs.421095	NM_032145		FBXO30	Fbx30	F-box protein 30	protein-coding
4E1-eFT-02_S4_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4306	chr4	83956354	83956427	+	80	NA	exon (NM_001258006, exon 1 of 9)	exon (NM_001258006, exon 1 of 9)	151	NM_016129	51138	Hs.190384	NM_016129	ENSG00000138663	COPS4	CSN4	COP9 signalosome subunit 4	protein-coding
