PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1245	chr21	27423316	27423402	+	220	NA	exon (NM_001136129, exon 4 of 15)	exon (NM_001136129, exon 4 of 15)	89349	NM_001136016	351	Hs.434980	NM_000484	ENSG00000142192	APP	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	amyloid beta (A4) precursor protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1857	chr8	70602318	70602387	+	219	NA	intron (NM_030958, intron 6 of 9)	LSU-rRNA_Hsa|rRNA|rRNA	97217	NR_132437	23213	Hs.409602	NM_015170	ENSG00000137573	SULF1	SULF-1	sulfatase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1886	chr7	142373977	142374034	+	219	NA	Intergenic	promoter-TSS (NM_001190487)	-126	NM_001190487	100463482		NM_001190487	ENSG00000270672	MTRNR2L6	HN6	MT-RNR2-like 6	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1371	chr3	9834782	9834836	+	219	NA	5' UTR (NM_001198780, exon 1 of 6)	promoter-TSS (NM_001198780)	8	NM_001198780	10093	Hs.323342	NM_005718		ARPC4	ARC20|P20-ARC	actin related protein 2/3 complex subunit 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_898	chr17	56084549	56084607	+	218	NA	5' UTR (NM_006924, exon 1 of 4)	non-coding (NR_034041, exon 1 of 4)	129	NR_034041	6426	Hs.68714	NM_006924		SRSF1	ASF|SF2|SF2p33|SFRS1|SRp30a	serine/arginine-rich splicing factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_307	chr11	10530732	10530879	+	218	NA	Intergenic	promoter-TSS (NM_001190702)	-82	NM_001190702	100463486	Hs.717003	NM_001190702	ENSG00000255823	MTRNR2L8	HN8	MT-RNR2-like 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_626	chr14	62162239	62162302	+	218	NA	5' UTR (NM_181054, exon 1 of 14)	5' UTR (NM_181054, exon 1 of 14)	151	NM_001530	3091	Hs.597216	NM_001530	ENSG00000100644	HIF1A	HIF-1-alpha|HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1935	chr9	21994301	21994390	+	216	NA	5' UTR (NM_058195, exon 1 of 3)	promoter-TSS (NR_003529)	145	NM_058195	1029	Hs.512599	NM_000077	ENSG00000147889	CDKN2A	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	cyclin-dependent kinase inhibitor 2A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_249	chr10	60028935	60029012	+	216	NA	5' UTR (NM_018464, exon 1 of 3)	5' UTR (NM_018464, exon 1 of 3)	111	NM_018464	55847	Hs.370102	NM_018464	ENSG00000122873	CISD1	C10orf70|MDS029|ZCD1|mitoNEET	CDGSH iron sulfur domain 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1940	chr9	33076575	33076664	+	216	NA	5' UTR (NM_018225, exon 1 of 12)	promoter-TSS (NM_018225)	95	NM_018225	55234	Hs.655351	NM_018225	ENSG00000122692	SMU1	BWD|SMU-1|fSAP57	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1299	chr20	60962383	60962455	+	215	NA	5' UTR (NM_001024, exon 2 of 6)	exon (NM_001024, exon 2 of 6)	298	NM_001024	6227	Hs.190968	NM_001024	ENSG00000171858	RPS21	HLDF|S21	ribosomal protein S21	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1123	chr2	59549315	59549395	+	215	NA	Intergenic--1990	5S|rRNA|rRNA	104512	NR_110219	101927285	Hs.570209	NR_110219	ENSG00000222030	LOC101927285	-	uncharacterized LOC101927285	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1001	chr19	13885263	13885354	+	215	NA	5' UTR (NM_014047, exon 1 of 3)	promoter-TSS (NM_014047)	51	NM_014047	28974	Hs.231616	NM_014047		C19orf53	HSPC023|LYDG10	chromosome 19 open reading frame 53	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_114	chr1	111992072	111992203	+	215	NA	5' UTR (NM_001688, exon 1 of 7)	promoter-TSS (NM_024102)	-307	NM_024102	79084	Hs.204773	NM_024102	ENSG00000116455	WDR77	HKMT1069|MEP-50|MEP50|Nbla10071|p44|p44/Mep50	WD repeat domain 77	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_559	chr13	27829205	27829274	+	214	NA	non-coding (NR_002574, exon 1 of 1)	promoter-TSS (NR_002574)	38	NR_002574	26771		NR_002574	ENSG00000207500	SNORD102	RNU102|Z18	small nucleolar RNA, C/D box 102	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_537	chr12	104680803	104680922	+	214	NA	5' UTR (NM_182743, exon 1 of 14)	5' UTR (NM_182743, exon 1 of 14)	402	NM_182742	7296	Hs.654922	NM_003330	ENSG00000198431	TXNRD1	GRIM-12|TR|TR1|TRXR1|TXNR	thioredoxin reductase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1591	chr5	179050584	179050670	+	214	NA	5' UTR (NM_005520, exon 1 of 14)	promoter-TSS (NM_005520)	84	NM_001257293	3187	Hs.604001	NM_005520	ENSG00000169045	HNRNPH1	HNRPH|HNRPH1|hnRNPH	heterogeneous nuclear ribonucleoprotein H1 (H)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_365	chr11	64084959	64085033	+	213	NA	5' UTR (NM_016404, exon 1 of 4)	promoter-TSS (NM_181652)	560	NM_001286082	51504	Hs.333579	NM_016404	ENSG00000173113	TRMT112	HSPC152|HSPC170|TRM112|TRMT11-2	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1671	chr6	26020681	26020759	+	213	NA	5' UTR (NM_003529, exon 1 of 1)	promoter-TSS (NM_003529)	2	NM_003529	8350	Hs.546315	NM_003529	ENSG00000275714	HIST1H3A	H3/A|H3FA	histone cluster 1, H3a	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1035	chr19	46195124	46195213	+	213	NA	5' UTR (NM_177542, exon 1 of 4)	promoter-TSS (NM_001163377)	275	NM_177542	6633	Hs.515472	NM_004597	ENSG00000125743	SNRPD2	SMD2|SNRPD1|Sm-D2	small nuclear ribonucleoprotein D2 polypeptide	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_557	chr13	31735991	31736043	+	213	NA	5' UTR (NM_006644, exon 1 of 18)	5' UTR (NM_006644, exon 1 of 18)	141	NM_001286503	10808	Hs.743267	NM_006644	ENSG00000120694	HSPH1	HSP105|HSP105A|HSP105B|NY-CO-25	heat shock 105kDa/110kDa protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1236	chr20	2637272	2637338	+	213	NA	non-coding (NR_002739, exon 1 of 1)	promoter-TSS (NR_002739)	35	NR_002739	26793		NR_002739	ENSG00000229686	SNORD56	RNU56|U56	small nucleolar RNA, C/D box 56	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1237	chr20	2637585	2637652	+	213	NA	non-coding (NR_002738, exon 1 of 1)	promoter-TSS (NR_002738)	33	NR_002738	26792		NR_002738	ENSG00000226572	SNORD57	RNU57|U57	small nucleolar RNA, C/D box 57	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_966	chr19	1095263	1095353	+	213	NA	5' UTR (NM_002695, exon 1 of 8)	promoter-TSS (NM_002695)	83	NM_001316324	5434	Hs.24301	NM_002695	ENSG00000099817	POLR2E	RPABC1|RPB5|XAP4|hRPB25|hsRPB5	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1989	chr9	130213598	130213684	+	212	NA	5' UTR (NM_000976, exon 1 of 7)	promoter-TSS (NM_001005374)	70	NM_000976	6136	Hs.408054	NM_000976	ENSG00000197958	RPL12	L12	ribosomal protein L12	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_857	chr17	39624208	39624318	+	211	NA	Intergenic	promoter-TSS (NM_002278)	-625	NM_002278	3882	Hs.41752	NM_002278	ENSG00000108759	KRT32	HA2|HKA2|KRTHA2|hHa2	keratin 32, type I	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1005	chr19	14530069	14530153	+	211	NA	5' UTR (NM_005804, exon 1 of 11)	promoter-TSS (NM_005804)	84	NM_005804	10212	Hs.311609	NM_005804	ENSG00000123136	DDX39A	BAT1|BAT1L|DDX39|DDXL|URH49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_426	chr12	6602331	6602422	+	211	NA	5' UTR (NM_016497, exon 1 of 3)	promoter-TSS (NM_016497)	95	NM_016497	51258	Hs.55847	NM_016497		MRPL51	CDA09|HSPC241|MRP64|bMRP64	mitochondrial ribosomal protein L51	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1843	chr7	99006591	99006653	+	211	NA	5' UTR (NM_003910, exon 1 of 6)	promoter-TSS (NM_003910)	21	NM_003910	8896	Hs.380233	NM_003910	ENSG00000106245	BUD31	Cwc14|EDG-2|EDG2|G10|YCR063W|fSAP17	BUD31 homolog	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_142	chr1	154947159	154947249	+	210	NA	5' UTR (NM_001826, exon 1 of 3)	promoter-TSS (NM_001202859)	86	NR_024163	1163	Hs.374378	NM_001826	ENSG00000173207	CKS1B	CKS1|PNAS-16|PNAS-18|ckshs1	CDC28 protein kinase regulatory subunit 1B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1974	chr9	33026911	33026982	+	210	NA	exon (NM_001539, exon 3 of 9)	exon (NM_001539, exon 3 of 9)	1745	NM_001314039	3301	Hs.445203	NM_001539		DNAJA1	DJ-2|DjA1|HDJ2|HSDJ|HSJ-2|HSJ2|HSPF4|NEDD7|hDJ-2	DnaJ (Hsp40) homolog, subfamily A, member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_512	chr12	69979233	69979306	+	209	NA	5' UTR (NM_006431, exon 1 of 16)	promoter-TSS (NM_006431)	61	NM_006431	10576	Hs.189772	NM_006431	ENSG00000166226	CCT2	99D8.1|CCT-beta|CCTB|HEL-S-100n|PRO1633|TCP-1-beta	chaperonin containing TCP1, subunit 2 (beta)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1875	chr7	134632376	134632531	+	209	NA	exon (NM_004342, exon 7 of 14)	exon (NM_004342, exon 7 of 14)	-38806	NM_178563	340351	Hs.648616	NM_178563	ENSG00000146856	AGBL3	CCP3	ATP/GTP binding protein-like 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_598	chr14	20923386	20923453	+	209	NA	5' UTR (NM_001641, exon 1 of 5)	promoter-TSS (NM_017807)	129	NM_080649	328	Hs.73722	NM_001641	ENSG00000100823	APEX1	APE|APE1|APEN|APEX|APX|HAP1|REF1	APEX nuclease (multifunctional DNA repair enzyme) 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_420	chr11	122928777	122928869	+	208	NA	intron (NM_006597, intron 8 of 8)	U14|snRNA|snRNA	4220	NM_153201	3312	Hs.180414	NM_006597	ENSG00000109971	HSPA8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	heat shock 70kDa protein 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_986	chr19	10220438	10220512	+	207	NA	non-coding (NR_003688, exon 1 of 1)	promoter-TSS (NR_003688)	50	NR_003688	100113382		NR_003688	ENSG00000238531	SNORD105B	-	small nucleolar RNA, C/D box 105B	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1165	chr2	122288456	122288576	+	207	NA	non-coding (NR_023343, exon 1 of 1)	promoter-TSS (NR_023343)	60	NR_023343	100151683	Hs.689638	NR_023343	ENSG00000264229	RNU4ATAC	MOPD1|RNU4ATAC1|TALS|U4ATAC	RNA, U4atac small nuclear (U12-dependent splicing)	snRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1626	chr6	27515496	27515602	+	207	NA	Intergenic--5532	tRNA-Gln-CAG|tRNA|tRNA	-74652	NM_007149	7738	Hs.158174	NM_007149	ENSG00000096654	ZNF184	-	zinc finger protein 184	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_873	chr17	43138682	43138760	+	205	NA	5' UTR (NM_021079, exon 1 of 12)	promoter-TSS (NM_024819)	54	NM_021079	4836	Hs.532790	NM_021079	ENSG00000136448	NMT1	NMT	N-myristoyltransferase 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1115	chr2	43037732	43037781	+	205	NA	Intergenic--1937	tRNA-Ile-ATA|tRNA|tRNA	-18005	NM_012205	23498	Hs.368805	NM_012205	ENSG00000162882	HAAO	3-HAO|HAO	3-hydroxyanthranilate 3,4-dioxygenase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1064	chr19	49990866	49990917	+	205	NA	5' UTR (NM_001270491, exon 1 of 7)	promoter-TSS (NM_001270491)	26	NR_026712	728658	Hs.645344	NR_026712	ENSG00000236552	RPL13AP5	RPL13A_8_1086|bA196N24.2	ribosomal protein L13a pseudogene 5	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1623	chr5	148853021	148853070	+	205	NA	Intergenic--5158	5S|rRNA|rRNA	42836	NR_029686	406937		NR_029686	ENSG00000276365	MIR145	MIRN145|miR-145|miRNA145	microRNA 145	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_105	chr1	94313178	94313227	+	205	NA	Intergenic	promoter-TSS (NM_001261408)	-496	NM_001261408	8412	Hs.36958	NM_003567	ENSG00000137936	BCAR3	NSP2|SH2D3B	breast cancer anti-estrogen resistance 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_386	chr11	67663140	67663217	+	205	NA	Intergenic--9889	U6|snRNA|snRNA	-90371	NR_024249	645332	Hs.535094	NR_024249	ENSG00000160172	FAM86C2P	-	family with sequence similarity 86, member A pseudogene	pseudo
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1162	chr2	117770044	117770096	+	205	NA	Intergenic--2317	L1ME2|LINE|L1	-802185	NM_006773	8886	Hs.744922	NM_006773	ENSG00000088205	DDX18	MrDb	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1951	chr8	123958074	123958123	+	205	NA	intron (NM_014943, intron 2 of 3)	5S|rRNA|rRNA	96565	NM_001134671	79139	Hs.241576	NM_024295	ENSG00000136986	DERL1	DER-1|DER1	derlin 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2063	chrX	146555872	146555921	+	204	NA	Intergenic--17401	L2c|LINE|L2	-189650	NR_030240	574518		NR_030240	ENSG00000207867	MIR514A3	MIR514-3|MIRN514-3|hsa-mir-514a-3	microRNA 514a-3	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_759	chr16	13158229	13158278	+	204	NA	intron (NM_001145204, intron 2 of 4)	5S|rRNA|rRNA	162776	NM_001145205	729993	Hs.130661	NM_001145204	ENSG00000237515	SHISA9	CKAMP44	shisa family member 9	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_705	chr15	62488743	62488795	+	204	NA	Intergenic--12385	U2|snRNA|snRNA	-31287	NM_001007595	388125	Hs.144372	NM_001007595	ENSG00000205502	C2CD4B	FAM148B|NLF2	C2 calcium-dependent domain containing 4B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1166	chr2	188419099	188419203	+	204	NA	5' UTR (NM_001032281, exon 1 of 7)	promoter-TSS (NM_001032281)	68	NM_006287	7035	Hs.516578	NM_006287	ENSG00000003436	TFPI	EPI|LACI|TFI|TFPI1	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_126	chr1	152009396	152009480	+	204	NA	5' UTR (NM_005620, exon 1 of 3)	promoter-TSS (NM_005620)	73	NM_005620	6282	Hs.417004	NM_005620	ENSG00000163191	S100A11	HEL-S-43|MLN70|S100C	S100 calcium binding protein A11	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_2065	chrX	152989777	152989842	+	202	NA	5' UTR (NM_001256447, exon 1 of 8)	promoter-TSS (NM_000033)	29	NM_005745	10134	Hs.522817	NM_005745	ENSG00000185825	BCAP31	6C6-AG|BAP31|CDM|DDCH|DXS1357E	B-cell receptor-associated protein 31	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1913	chr8	144997596	144997652	+	201	NA	exon (NM_000445, exon 32 of 33)	exon (NM_000445, exon 32 of 33)	16134	NM_201384	5339	Hs.434248	NM_000445	ENSG00000178209	PLEC	EBS1|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN	plectin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_418	chr11	118272321	118272430	+	201	NA	5' UTR (NM_006476, exon 1 of 3)	non-coding (NR_033759, exon 1 of 4)	271	NR_033759	10632	Hs.486360	NM_006476	ENSG00000167283	ATP5L	ATP5JG	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1543	chr5	109035463	109035535	+	200	NA	intron (NM_002372, intron 1 of 21)	7SK|RNA|RNA	10432	NM_002372	4124	Hs.432822	NM_002372		MAN2A1	AMan II|GOLIM7|MANA2|MANII	mannosidase, alpha, class 2A, member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_553	chr12	125424539	125424599	+	200	NA	Intergenic--11123	tRNA-Ala-GCG|tRNA|tRNA	24476	NR_049820	100847004		NR_049820	ENSG00000265345	MIR5188	mir-5188	microRNA 5188	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1381	chr3	22423216	22423280	+	200	NA	Intergenic--2960	Intergenic	424617	NR_046876	100874221	Hs.160616	NR_046876	ENSG00000223351	ZNF385D-AS2	-	ZNF385D antisense RNA 2	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_913	chr17	73042994	73043061	+	200	NA	5' UTR (NM_006356, exon 1 of 6)	promoter-TSS (NM_015353)	47	NM_006356	10476	Hs.514465	NM_006356	ENSG00000167863	ATP5H	ATPQ	ATP synthase, H+ transporting, mitochondrial Fo complex subunit D	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1026	chr19	39340520	39340580	+	199	NA	exon (NM_001533, exon 1 of 13)	promoter-TSS (NM_001533)	67	NM_001533	3191	Hs.644906	NM_001533	ENSG00000104824	HNRNPL	HNRPL|P/OKcl.14|hnRNP-L	heterogeneous nuclear ribonucleoprotein L	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1827	chr7	73097937	73098006	+	197	NA	5' UTR (NM_017528, exon 1 of 12)	promoter-TSS (NR_045512)	73	NM_001202560	114049	Hs.647063	NM_017528	ENSG00000071462	WBSCR22	HASJ4442|HUSSY-3|MERM1|PP3381|WBMT	Williams Beuren syndrome chromosome region 22	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1600	chr5	132202335	132202401	+	197	NA	5' UTR (NM_001288825, exon 1 of 4)	promoter-TSS (NM_001288826)	49	NM_014402	27089	Hs.146602	NM_014402		UQCRQ	MC3DN4|QCR8|QP-C|QPC|UQCR7	ubiquinol-cytochrome c reductase complex III subunit VII	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1792	chr7	100888280	100888363	+	197	NA	5' UTR (NM_016068, exon 1 of 5)	promoter-TSS (NM_016068)	50	NM_016068	51024	Hs.423968	NM_016068	ENSG00000214253	FIS1	CGI-135|TTC11	fission, mitochondrial 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1586	chr5	176893894	176893997	+	197	NA	exon (NM_004395, exon 7 of 14)	exon (NM_004395, exon 7 of 14)	5926	NM_080881	1627	Hs.130316	NM_004395	ENSG00000113758	DBN1	D0S117E	drebrin 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1888	chr8	117767997	117768059	+	197	NA	5' UTR (NM_003756, exon 1 of 8)	promoter-TSS (NM_003756)	34	NM_003756	8667	Hs.492599	NM_003756	ENSG00000147677	EIF3H	EIF3S3|eIF3-gamma|eIF3-p40	eukaryotic translation initiation factor 3, subunit H	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_750	chr16	2318027	2318092	+	197	NA	5' UTR (NM_080594, exon 1 of 8)	promoter-TSS (NR_132988)	-172	NM_006711	10921	Hs.355643	NM_006711	ENSG00000205937	RNPS1	E5.1	RNA binding protein S1, serine-rich domain	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1031	chr19	40336931	40337015	+	196	NA	5' UTR (NM_001436, exon 1 of 9)	promoter-TSS (NM_001436)	81	NM_001436	2091	Hs.299002	NM_001436	ENSG00000105202	FBL	FIB|FLRN|RNU3IP1	fibrillarin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_421	chr11	122930049	122930130	+	195	NA	intron (NM_153201, intron 5 of 7)	U14|snRNA|snRNA	2954	NM_153201	3312	Hs.180414	NM_006597	ENSG00000109971	HSPA8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	heat shock 70kDa protein 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_925	chr17	80186929	80186992	+	195	NA	5' UTR (NM_004207, exon 1 of 5)	promoter-TSS (NM_004207)	73	NM_004207	9123	Hs.500761	NM_004207	ENSG00000141526	SLC16A3	MCT 3|MCT 4|MCT-3|MCT-4|MCT3|MCT4	solute carrier family 16 (monocarboxylate transporter), member 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_170	chr1	183604755	183604862	+	195	NA	5' UTR (NM_005717, exon 1 of 4)	promoter-TSS (NM_015149)	268	NM_005717	10092	Hs.518609	NM_005717		ARPC5	ARC16|dJ127C7.3|p16-Arc	actin related protein 2/3 complex subunit 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_1829	chr7	73588673	73588747	+	195	NA	5' UTR (NM_031992, exon 1 of 6)	promoter-TSS (NM_031992)	4	NM_031992	7458	Hs.520943	NM_022170	ENSG00000106682	EIF4H	WBSCR1|WSCR1|eIF-4H	eukaryotic translation initiation factor 4H	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_905	chr17	66031851	66031928	+	195	NA	5' UTR (NM_002266, exon 1 of 11)	promoter-TSS (NM_002266)	41	NM_002266	3838	Hs.594238	NM_002266	ENSG00000182481	KPNA2	IPOA1|QIP2|RCH1|SRP1alpha	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_rstrand_peak_1858	chr8	71520478	71520540	+	194	NA	5' UTR (NM_014294, exon 1 of 11)	promoter-TSS (NR_038881)	185	NM_014294	23471	Hs.491988	NM_014294	ENSG00000067167	TRAM1	PNAS8|TRAM|TRAMP	translocation associated membrane protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_1_fstrand_peak_995	chr19	12902300	12902372	+	194	NA	5' UTR (NM_002229, exon 1 of 1)	promoter-TSS (NM_002229)	26	NM_002229	3726	Hs.25292	NM_002229	ENSG00000171223	JUNB	AP-1	jun B proto-oncogene	protein-coding
