PeakID (cmd=annotatePeaks.pl 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1779	chr6	64282402	64282499	+	114	NA	5' UTR (NM_003463, exon 1 of 6)	5' UTR (NM_003463, exon 1 of 6)	533	NM_003463	7803	Hs.227777	NM_003463	ENSG00000112245	PTP4A1	HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1	protein tyrosine phosphatase type IVA, member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1011	chr19	12902300	12902357	+	113	NA	5' UTR (NM_002229, exon 1 of 1)	promoter-TSS (NM_002229)	18	NM_002229	3726	Hs.25292	NM_002229	ENSG00000171223	JUNB	AP-1	jun B proto-oncogene	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_926	chr17	79827755	79827821	+	113	NA	5' UTR (NM_001301241, exon 2 of 7)	exon (NM_001301241, exon 2 of 7)	1062	NM_001185077	396	Hs.159161	NM_004309	ENSG00000141522	ARHGDIA	GDIA1|HEL-S-47e|NPHS8|RHOGDI|RHOGDI-1	Rho GDP dissociation inhibitor (GDI) alpha	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1337	chr20	62612489	62612560	+	112	NA	5' UTR (NM_012469, exon 1 of 21)	promoter-TSS (NM_012469)	93	NM_012469	24148	Hs.31334	NM_012469	ENSG00000101161	PRPF6	ANT-1|ANT1|C20orf14|Prp6|RP60|SNRNP102|TOM|U5-102K|hPrp6	pre-mRNA processing factor 6	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_724	chr15	78691424	78691473	+	112	NA	Intergenic--12522	5S|rRNA|rRNA	-39070	NM_004136	3658	Hs.436031	NM_004136	ENSG00000136381	IREB2	ACO3|IRP2|IRP2AD	iron responsive element binding protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_428	chr11	122928806	122928869	+	112	NA	intron (NM_006597, intron 8 of 8)	U14|snRNA|snRNA	4206	NM_153201	3312	Hs.180414	NM_006597	ENSG00000109971	HSPA8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	heat shock 70kDa protein 8	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1826	chr6	160102696	160102745	+	112	NA	intron (NM_001024465, intron 5 of 5)	TTS (NM_000636)	11633	NM_001024465	6648	Hs.487046	NM_000636	ENSG00000112096	SOD2	IPOB|MNSOD|MVCD6	superoxide dismutase 2, mitochondrial	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_730	chr15	90305925	90305975	+	112	NA	Intergenic--12606	5S|rRNA|rRNA	-11410	NM_018670	55897	Hs.447531	NM_018670		MESP1	bHLHc5	mesoderm posterior bHLH transcription factor 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1641	chr5	132184306	132184357	+	112	NA	Intergenic--5019	5S|rRNA|rRNA	15894	NM_005260	2661	Hs.25022	NM_005260	ENSG00000164404	GDF9	-	growth differentiation factor 9	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1295	chr20	34287327	34287395	+	112	NA	5' UTR (NM_080748, exon 1 of 3)	promoter-TSS (NM_001198989)	-74	NR_037570	9054	Hs.194692	NM_021100	ENSG00000244005	NFS1	HUSSY-08|IscS|NIFS	NFS1 cysteine desulfurase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1955	chr9	33076584	33076681	+	112	NA	5' UTR (NM_018225, exon 1 of 12)	promoter-TSS (NM_018225)	82	NM_018225	55234	Hs.655351	NM_018225	ENSG00000122692	SMU1	BWD|SMU-1|fSAP57	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_75	chr1	53219998	53220047	+	112	NA	intron (NM_024646, intron 1 of 13)	U2|snRNA|snRNA	27891	NM_024646	79699	Hs.476280	NM_024646	ENSG00000162378	ZYG11B	ZYG11	zyg-11 family member B, cell cycle regulator	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1070	chr2	33141332	33141385	+	112	NA	intron (NR_027099, intron 5 of 5)	(G)n|Simple_repeat|Simple_repeat	-10836	NR_027097	100271832	Hs.743603	NR_027097		LOC100271832	-	uncharacterized LOC100271832	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1356	chr3	128484000	128484051	+	112	NA	intron (NM_004637, intron 1 of 5)	CpG	39046	NM_004637	7879	Hs.684374	NM_004637	ENSG00000075785	RAB7A	PRO2706|RAB7	RAB7A, member RAS oncogene family	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_36	chr1	31441013	31441081	+	112	NA	non-coding (NR_003066, exon 1 of 1)	promoter-TSS (NR_003066)	37	NR_003066	692200		NR_003066		SNORD103C	HBII-251|SNORD85	small nucleolar RNA, C/D box 103C	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_267	chr10	79346808	79346859	+	112	NA	intron (NM_001014797, intron 1 of 28)	5S|rRNA|rRNA	50744	NM_001271521	3778	Hs.144795	NM_002247	ENSG00000156113	KCNMA1	BKTM|KCa1.1|MaxiK|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|mSLO1	potassium channel, calcium activated large conductance subfamily M alpha, member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_824	chr17	5323510	5323570	+	112	NA	5' UTR (NM_001033002, exon 1 of 7)	promoter-TSS (NM_002532)	-481	NM_002532	4927	Hs.584784	NM_002532	ENSG00000108559	NUP88	-	nucleoporin 88kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1182	chr2	115695328	115695380	+	112	NA	intron (NM_001178036, intron 2 of 26)	5S|rRNA|rRNA	-104229	NR_132105	101927591	Hs.553019	NR_132105	ENSG00000231538	DPP10-AS3	-	DPP10 antisense RNA 3	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_529	chr12	93346446	93346496	+	112	NA	Intergenic--10893	U6|snRNA|snRNA	-23364	NM_003566	8411	Hs.567367	NM_003566	ENSG00000102189	EEA1	MST105|MSTP105|ZFYVE2	early endosome antigen 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1783	chr6	83907062	83907111	+	112	NA	Intergenic	TTS (NM_033411)	-3431	NM_001199917	5238	Hs.661665	NM_015599	ENSG00000013375	PGM3	AGM1|IMD23|PAGM|PGM 3	phosphoglucomutase 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_96	chr1	109968987	109969063	+	112	NA	5' UTR (NM_002790, exon 1 of 9)	promoter-TSS (NM_002790)	45	NM_001199772	5686	Hs.485246	NM_002790	ENSG00000143106	PSMA5	PSC5|ZETA	proteasome subunit alpha 5	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1628	chr5	115898224	115898282	+	112	NA	intron (NM_020796, intron 1 of 18)	intron (NM_020796, intron 1 of 18)	12369	NM_020796	57556	Hs.156967	NM_020681	ENSG00000092421	SEMA6A	HT018|SEMA|SEMA6A1|SEMAQ|VIA	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_114	chr1	116915866	116915927	+	112	NA	5' UTR (NM_000701, exon 1 of 23)	promoter-TSS (NM_001160233)	101	NM_000701	476	Hs.371889	NM_000701	ENSG00000163399	ATP1A1	-	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1854	chr7	45291596	45291645	+	112	NA	Intergenic--6534	Intergenic	94253	NM_005856	10268	Hs.25691	NM_005856	ENSG00000122679	RAMP3	-	receptor (G protein-coupled) activity modifying protein 3	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_445	chr12	13593871	13593924	+	112	NA	Intergenic--10448	5S|rRNA|rRNA	-64218	NR_036555	283422	Hs.448717	NM_182558	ENSG00000180861	LINC01559	C12orf36	long intergenic non-protein coding RNA 1559	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1472	chr4	178378321	178378371	+	112	NA	Intergenic--4493	5S|rRNA|rRNA	-14689	NM_000027	175	Hs.207776	NM_000027	ENSG00000038002	AGA	AGU|ASRG|GA	aspartylglucosaminidase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1185	chr2	241075643	241075720	+	112	NA	5' UTR (NM_001163424, exon 1 of 3)	promoter-TSS (NM_001163424)	66	NM_001163424	150678	Hs.293884	NM_138336	ENSG00000172428	MYEOV2	-	myeloma overexpressed 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_69	chr1	52078433	52078482	+	112	NA	Intergenic--543	U2|snRNA|snRNA	-4089	NM_148909	114883	Hs.21938	NM_024586	ENSG00000117859	OSBPL9	ORP-9|ORP9	oxysterol binding protein-like 9	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_685	chr15	34517231	34517311	+	112	NA	5' UTR (NM_001286420, exon 1 of 4)	promoter-TSS (NM_001286420)	73	NM_001286420	51234	Hs.250905	NM_016454	ENSG00000128463	EMC4	PIG17|TMEM85	ER membrane protein complex subunit 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1660	chr5	148853021	148853070	+	112	NA	Intergenic--5158	5S|rRNA|rRNA	42836	NR_029686	406937		NR_029686	ENSG00000276365	MIR145	MIRN145|miR-145|miRNA145	microRNA 145	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_81	chr1	67528603	67528652	+	112	NA	Intergenic--628	Intergenic	-8547	NM_015139	23169	Hs.213642	NM_015139	ENSG00000116704	SLC35D1	UGTREL7	solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_507	chr12	54718920	54718977	+	112	NA	5' UTR (NM_001271734, exon 1 of 8)	promoter-TSS (NR_073424)	74	NM_001271736	22818	Hs.505652	NM_016057	ENSG00000111481	COPZ1	CGI-120|COPZ|HSPC181|zeta-COP|zeta1-COP	coatomer protein complex subunit zeta 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_237	chr10	25178175	25178227	+	112	NA	intron (NM_020200, intron 3 of 8)	MLT1A0|LTR|ERVL-MaLR	63372	NM_020200	56952	Hs.405619	NM_020200	ENSG00000099256	PRTFDC1	HHGP	phosphoribosyl transferase domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_353	chr11	60361858	60361909	+	112	NA	Intergenic--9742	U2|snRNA|snRNA	-21341	NR_026946	283197	Hs.372650	NM_174939	ENSG00000181995	LINC00301	C11orf64|NCRNA00301	long intergenic non-protein coding RNA 301	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1049a	chr19	39191240	39191395	+	112	NA	exon (NM_004924, exon 2 of 21)	exon (NM_004924, exon 2 of 21)	43797	NM_144691	147968	Hs.731775	NM_144691	ENSG00000182472	CAPN12	-	calpain 12	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_660	chr14	105590063	105590113	+	112	NA	Intergenic--12087	5S|rRNA|rRNA	27113	NR_106823	102465458		NR_106823	ENSG00000273778	MIR6765	hsa-mir-6765	microRNA 6765	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_420	chr11	111799130	111799183	+	112	NA	intron (NM_001278542, intron 1 of 5)	5S|rRNA|rRNA	1288	NM_001278542	85458	Hs.655626	NM_033425	ENSG00000150764	DIXDC1	CCD1	DIX domain containing 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1385	chr22	43547567	43547630	+	112	NA	5' UTR (NM_000714, exon 1 of 4)	promoter-TSS (NM_001256531)	78	NM_000714	706	Hs.202	NM_000714	ENSG00000100300	TSPO	BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18	translocator protein (18kDa)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_139	chr1	156265410	156265464	+	112	NA	5' UTR (NM_001256609, exon 1 of 6)	promoter-TSS (NM_001256609)	43	NM_001256609	112770	Hs.202522	NM_144580	ENSG00000198715	GLMP	C1orf85|NCU-G1	glycosylated lysosomal membrane protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1940	chr9	15527836	15527885	+	112	NA	Intergenic--7873	CpG	-16857	NM_033222	11168	Hs.658434	NM_021144	ENSG00000164985	PSIP1	DFS70|LEDGF|PAIP|PSIP2|p52|p75	PC4 and SFRS1 interacting protein 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1309	chr3	46499879	46499929	+	112	NA	intron (NM_001199149, intron 2 of 16)	5S|rRNA|rRNA	5257	NM_001199149	4057	Hs.529517	NM_002343	ENSG00000012223	LTF	GIG12|HEL110|HLF2|LF	lactotransferrin	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_382	chr11	65272395	65272482	+	111	NA	non-coding (NR_002819, exon 1 of 1)	non-coding (NR_002819, exon 1 of 1)	7205	NR_002819	378938	Hs.621695	NR_002819	ENSG00000251562	MALAT1	HCN|LINC00047|NCRNA00047|NEAT2|PRO2853|mascRNA	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_2017	chr9	33025273	33025365	+	111	NA	5' UTR (NM_001539, exon 1 of 9)	5' UTR (NM_001539, exon 1 of 9)	118	NM_001314039	3301	Hs.445203	NM_001539		DNAJA1	DJ-2|DjA1|HDJ2|HSDJ|HSJ-2|HSJ2|HSPF4|NEDD7|hDJ-2	DnaJ (Hsp40) homolog, subfamily A, member 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1024	chr19	16187305	16187396	+	111	NA	5' UTR (NM_003290, exon 1 of 8)	5' UTR (NM_003290, exon 1 of 8)	215	NM_003290	7171	Hs.631618	NM_003290	ENSG00000167460	TPM4	HEL-S-108	tropomyosin 4	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_821	chr17	2497247	2497307	+	111	NA	5' UTR (NM_000430, exon 1 of 11)	5' UTR (NM_000430, exon 1 of 11)	354	NM_000430	5048	Hs.77318	NM_000430	ENSG00000007168	PAFAH1B1	LIS1|LIS2|MDCR|MDS|PAFAH	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_214	chr1	245027736	245027841	+	111	NA	5' UTR (NM_004501, exon 1 of 14)	promoter-TSS (NM_004501)	39	NM_031844	3192	Hs.106212	NM_004501	ENSG00000153187	HNRNPU	HNRNPU-AS1|HNRPU|SAF-A|SAFA|U21.1|hnRNP U	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_754	chr16	28856306	28856370	+	111	NA	exon (NM_003321, exon 4 of 10)	exon (NM_003321, exon 4 of 10)	-1010	NR_039872	100616256		NR_039872	ENSG00000264455	MIR4721	-	microRNA 4721	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_308	chr11	812575	812648	+	111	NA	exon (NM_001004, exon 4 of 5)	TTS (NR_002585)	930	NR_002585	619565	Hs.689713	NR_002585	ENSG00000199785	SNORA52	ACA52	small nucleolar RNA, H/ACA box 52	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1262	chr2	232577174	232577232	+	111	NA	exon (NM_002823, exon 4 of 5)	promoter-TSS (NR_036052).2	-821	NR_036263	100422872		NR_036263		MIR1244-3	-	microRNA 1244-3	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2075	chrX	133931168	133931237	+	110	NA	5' UTR (NM_001166600, exon 1 of 11)	promoter-TSS (NM_001166600)	-17	NM_001166599	159090	Hs.404706	NM_145284	ENSG00000156504	FAM122B	SPACIA2	family with sequence similarity 122B	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2081	chrX	152989777	152989829	+	110	NA	5' UTR (NM_001256447, exon 1 of 8)	promoter-TSS (NM_000033)	35	NM_005745	10134	Hs.522817	NM_005745	ENSG00000185825	BCAP31	6C6-AG|BAP31|CDM|DDCH|DXS1357E	B-cell receptor-associated protein 31	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1610	chr5	72178926	72178984	+	110	NA	exon (NM_153188, exon 11 of 25)	exon (NM_153188, exon 11 of 25)	4537	NR_039968	100616152		NR_039968	ENSG00000263593	MIR4804	-	microRNA 4804	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1689	chr5	179260050	179260113	+	110	NA	exon (NM_001142298, exon 7 of 9)	exon (NM_001142298, exon 7 of 9)	12239	NM_003900	8878	Hs.587290	NM_003900	ENSG00000161011	SQSTM1	A170|FTDALS3|OSIL|PDB3|ZIP3|p60|p62|p62B	sequestosome 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_421	chr11	111957597	111957657	+	110	NA	5' UTR (NM_003002, exon 1 of 4)	promoter-TSS (NM_003002)	79	NR_077060	6392	Hs.356270	NM_003002	ENSG00000204370	SDHD	CBT1|CII-4|CWS3|PGL|PGL1|QPs3|SDH4|cybS	succinate dehydrogenase complex subunit D, integral membrane protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_632	chr14	50087519	50087584	+	110	NA	5' UTR (NM_002408, exon 1 of 1)	promoter-TSS (NM_002408)	62	NM_002408	4247	Hs.93338	NM_002408	ENSG00000168282	MGAT2	CDG2A|CDGS2|GLCNACTII|GNT-II|GNT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_112	chr1	149298559	149298626	+	109	NA	Intergenic--935	tRNA-Val-GTG|tRNA|tRNA	11141	NR_111934	644634	Hs.723057	NR_111934		FAM231D	-	family with sequence similarity 231, member D	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_490	chr12	56709701	56709770	+	109	NA	5' UTR (NM_001190991, exon 1 of 3)	TTS (NM_001127460)	393	NM_014255	10330	Hs.8752	NM_014255	ENSG00000257727	CNPY2	HP10390|MSAP|TMEM4|ZSIG9	canopy FGF signaling regulator 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1216	chr20	49574979	49575069	+	109	NA	exon (NM_003859, exon 1 of 9)	promoter-TSS (NM_014484)	36	NM_003859	8813	Hs.654951	NM_003859	ENSG00000000419	DPM1	CDGIE|MPDS	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_692	chr15	66794354	66794403	+	109	NA	non-coding (NR_002442, exon 1 of 1)	promoter-TSS (NR_002443)	51	NR_002442	595099		NR_002442	ENSG00000202529	SNORD18B	U18B	small nucleolar RNA, C/D box 18B	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_1189	chr20	1373666	1373728	+	109	NA	5' UTR (NM_001199786, exon 1 of 4)	promoter-TSS (NR_106929)	-92	NR_106929	102465524		NR_106929	ENSG00000276741	MIR6869	hsa-mir-6869	microRNA 6869	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_340	chr11	47869822	47869902	+	108	NA	exon (NM_015231, exon 1 of 36)	exon (NM_015231, exon 1 of 36)	195	NM_015231	23279	Hs.744107	NM_015231	ENSG00000030066	NUP160	-	nucleoporin 160kDa	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_802	chr16	75600278	75600336	+	108	NA	5' UTR (NM_007285, exon 1 of 4)	promoter-TSS (NM_007285)	58	NM_007285	11345	Hs.461379	NM_007285	ENSG00000034713	GABARAPL2	ATG8|ATG8C|GATE-16|GATE16|GEF-2|GEF2	GABA(A) receptor-associated protein like 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1845	chr7	33217363	33217431	+	108	NA	intron (NM_014451, intron 5 of 20)	5S|rRNA|rRNA	48245	NM_014451	27241	Hs.372360	NM_014451	ENSG00000122507	BBS9	B1|C18|D1|PTHB1	Bardet-Biedl syndrome 9	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2064	chrX	118925543	118925604	+	108	NA	5' UTR (NM_001000, exon 1 of 3)	promoter-TSS (NM_001000)	49	NM_001000	6170	Hs.300141	NM_001000	ENSG00000198918	RPL39	L39|RPL39P42|RPL39_23_1806	ribosomal protein L39	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1806	chr6	133137944	133137993	+	108	NA	non-coding (NR_002435, exon 1 of 1)	promoter-TSS (NR_002435)	27	NR_002435	594838		NR_002435	ENSG00000221500	SNORD100	HBII-429	small nucleolar RNA, C/D box 100	snoRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1984	chr8	91523386	91523447	+	108	NA	Intergenic--7558	5S|rRNA|rRNA	94875	NR_104062	101937451	Hs.583685	NR_104062	ENSG00000253799	LINC01030	-	long intergenic non-protein coding RNA 1030	ncRNA
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_944	chr18	32924331	32924392	+	108	NA	5' UTR (NM_001308123, exon 1 of 4)	promoter-TSS (NM_001308123)	70	NM_006965	7572	Hs.514802	NM_006965	ENSG00000172466	ZNF24	KOX17|RSG-A|ZNF191|ZSCAN3|Zfp191	zinc finger protein 24	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_255	chr10	70480972	70481045	+	108	NA	5' UTR (NM_001282959, exon 1 of 24)	non-coding (NR_104262, exon 1 of 24)	107	NR_104262	55749	Hs.49853	NM_018237	ENSG00000060339	CCAR1	-	cell division cycle and apoptosis regulator 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_623	chr14	23938916	23938966	+	108	NA	5' UTR (NM_015514, exon 1 of 10)	promoter-TSS (NM_015514)	43	NM_001042635	25983	Hs.9043	NM_015514	ENSG00000129460	NGDN	C14orf120|CANu1|LCP5|NGD|lpd-2	neuroguidin, EIF4E binding protein	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_57	chr1	43637885	43637948	+	108	NA	5' UTR (NM_006824, exon 1 of 9)	promoter-TSS (NM_006824)	70	NM_006824	10969	Hs.346868	NM_006824	ENSG00000117395	EBNA1BP2	EBP2|NOBP|P40	EBNA1 binding protein 2	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_674	chr14	96850986	96851035	+	108	NA	intron (NM_001271904, intron 3 of 3)	U2|snRNA|snRNA	-7438	NM_152327	122481	Hs.667462	NM_152327	ENSG00000140057	AK7	AK 7	adenylate kinase 7	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_1060	chr19	45349569	45349642	+	108	NA	5' UTR (NM_002856, exon 1 of 6)	5' UTR (NM_002856, exon 1 of 6)	212	NM_001042724	5819	Hs.655455	NM_002856	ENSG00000130202	PVRL2	CD112|HVEB|PRR2|PVRR2	poliovirus receptor-related 2 (herpesvirus entry mediator B)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_rstrand_peak_2041	chrX	49460537	49460593	+	108	NA	5' UTR (NM_003785, exon 1 of 6)	promoter-TSS (NM_003785)	31	NM_003785	8712	Hs.128231	NM_003785	ENSG00000068985	PAGE1	AL5|CT16.3|GAGE-9|GAGEB1|PAGE-1	P antigen family, member 1 (prostate associated)	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_562	chr12	120875916	120876057	+	107	NA	exon (NM_004373, exon 1 of 3)	promoter-TSS (NM_004373)	93	NM_004373	1337	Hs.369624	NM_004373	ENSG00000111775	COX6A1	CMTRID|COX6A|COX6AL	cytochrome c oxidase subunit VIa polypeptide 1	protein-coding
4E1-ctrl-02_S7_ut_rRNAfiltered_ud.star.hg19.sort_2_fstrand_peak_460	chr12	12966286	12966344	+	107	NA	5' UTR (NM_201224, exon 1 of 11)	promoter-TSS (NM_201224)	35	NM_016355	51202	Hs.719938	NM_016355	ENSG00000213782	DDX47	E4-DBP|HQ0256|MSTP162|RRP3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	protein-coding
