PeakID (cmd=annotatePeaks.pl 4E1-PMA-01_S10b_sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-PMA-01_S10b_sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-PMA-01_S10b_sorted_fstrand_peak_294	chr1	155290363	155290453	+	125	NA	3' UTR (NM_001242825, exon 9 of 9)	promoter-TSS (NM_001105204)	-232	NM_001105203	23623	Hs.226499	NM_014328	ENSG00000160753	RUSC1	NESCA	RUN and SH3 domain containing 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2150	chr19	582769	582947	+	125	NA	3' UTR (NM_198590, exon 8 of 8)	3' UTR (NM_198590, exon 8 of 8)	-7035	NM_001194	610	Hs.124161	NM_001194	ENSG00000099822	HCN2	BCNG-2|BCNG2|HAC-1	hyperpolarization activated cyclic nucleotide gated potassium channel 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1241	chr13	21714683	21714768	+	125	NA	exon (NM_005870, exon 1 of 4)	promoter-TSS (NM_005870)	72	NM_005870	10284	Hs.524899	NM_005870	ENSG00000150459	SAP18	2HOR0202|SAP18P	Sin3A associated protein 18kDa	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2465	chr2	32502980	32503030	+	125	NA	5' UTR (NM_032312, exon 1 of 6)	promoter-TSS (NM_032312)	47	NM_032312	84272	Hs.468099	NM_032312		YIPF4	FinGER4|Nbla11189	Yip1 domain family member 4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_684	chr11	2992702	2992762	+	125	NA	exon (NM_005969, exon 6 of 16)	exon (NM_005969, exon 6 of 16)	-7609	NR_002982	677833	Hs.689696	NR_002982	ENSG00000207008	SNORA54	ACA54	small nucleolar RNA, H/ACA box 54	snoRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_245b	chr1	113498647	113498817	+	125	NA	5' UTR (NM_003051, exon 1 of 5)	promoter-TSS (NR_103744)	-47	NM_001166496	6566	Hs.75231	NM_003051	ENSG00000155380	SLC16A1	HHF7|MCT|MCT1|MCT1D	solute carrier family 16 (monocarboxylate transporter), member 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1438	chr15	48936822	48936900	+	124	NA	exon (NM_000138, exon 2 of 66)	exon (NM_000138, exon 2 of 66)	1124	NM_000138	2200	Hs.591133	NM_000138	ENSG00000166147	FBN1	ACMICD|ECTOL1|FBN|GPHYSD2|MASS|MFS1|OCTD|SGS|SSKS|WMS|WMS2	fibrillin 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2297	chr2	47142847	47142925	+	124	NA	5' UTR (NM_001171509, exon 1 of 3)	promoter-TSS (NM_001288953)	121	NM_139279	90411	Hs.662152	NM_139279	ENSG00000180398	MCFD2	F5F8D|F5F8D2|LMAN1IP|SDNSF	multiple coagulation factor deficiency 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2371	chr19	49588712	49588843	+	124	NA	5' UTR (NM_001301069, exon 1 of 10)	5' UTR (NM_001301069, exon 1 of 10)	380	NM_003089	6625	Hs.467097	NM_003089	ENSG00000104852	SNRNP70	RNPU1Z|RPU1|SNRP70|Snp1|U1-70K|U170K|U1AP|U1RNP	small nuclear ribonucleoprotein, U1 70kDa subunit	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3710	chr6	10723316	10723474	+	124	NA	5' UTR (NM_016462, exon 1 of 6)	5' UTR (NM_016462, exon 1 of 6)	247	NM_001165258	51522	Hs.519557	NM_016462	ENSG00000111843	TMEM14C	C6orf53|HSPC194|MSTP073|NET26|bA421M1.6	transmembrane protein 14C	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4122	chr8	128233213	128233320	+	124	NA	Intergenic--7702	Intergenic	-1753	NR_108049	100507056	Hs.343864	NR_108049		CCAT1	CARLo-5|onco-lncRNA-40	colon cancer associated transcript 1 (non-protein coding)	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_451	chr1	225615639	225615771	+	124	NA	5' UTR (NM_002296, exon 1 of 14)	5' UTR (NM_002296, exon 1 of 14)	110	NM_002296	3930	Hs.435166	NM_002296	ENSG00000143815	LBR	DHCR14B|LMN2R|PHA|TDRD18	lamin B receptor	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_215	chr1	87379728	87379808	+	124	NA	exon (NM_203341, exon 1 of 4)	promoter-TSS (NM_012262)	339	NM_004261	9403	Hs.362728	NM_004261	ENSG00000183291	SEP15	-	15 kDa selenoprotein	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1311	chr14	50329277	50329334	+	124	NA	Intergenic--11741	7SLRNA|srpRNA|srpRNA	-9514	NM_001301732	9147	Hs.655964	NM_004713		NEMF	NY-CO-1|SDCCAG1	nuclear export mediator factor	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2223	chr19	55380443	55380492	+	124	NA	Intergenic--15507	U6|snRNA|snRNA	-5082	NM_002000	2204	Hs.659872	NM_002000		FCAR	CD89|CTB-61M7.2|FcalphaRI	Fc fragment of IgA receptor	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3903	chr7	129845179	129845246	+	124	NA	intron (NM_001301163, intron 1 of 13)	CpG	126	NM_001301163	84928	Hs.267245	NM_032842	ENSG00000146842	TMEM209	NET31	transmembrane protein 209	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2416	chr2	136633943	136633994	+	124	NA	5' UTR (NM_005915, exon 1 of 17)	promoter-TSS (NM_005915)	79	NM_005915	4175	Hs.444118	NM_005915	ENSG00000076003	MCM6	MCG40308|Mis5|P105MCM	minichromosome maintenance complex component 6	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1585	chr16	21889450	21889518	+	124	NA	Intergenic--12901	MIRb|SINE|MIR	-20407	NM_001310148	440345	Hs.611072	NM_001310148		NPIPB4	61E3.4	nuclear pore complex interacting protein family, member B4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3495	chr6	31774521	31774586	+	124	NA	5' UTR (NM_021177, exon 1 of 5).5	5' UTR (NM_021177, exon 1 of 5).5	208	NM_021177	57819	Hs.103106	NM_021177	ENSG00000204392	LSM2	C6orf28|G7B|YBL026W|snRNP	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3615	chr6	109703540	109703643	+	124	NA	5' UTR (NM_001142401, exon 1 of 5)	5' UTR (NM_001142401, exon 1 of 5)	171	NM_001142404	8763	Hs.520313	NM_006016	ENSG00000135535	CD164	MGC-24|MUC-24|endolyn	CD164 molecule, sialomucin	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4266	chr9	95055928	95055995	+	124	NA	5' UTR (NM_002161, exon 1 of 34)	promoter-TSS (NM_002161)	77	NR_073446	3376	Hs.445403	NM_002161	ENSG00000196305	IARS	IARS1|ILERS|ILRS|IRS|PRO0785	isoleucyl-tRNA synthetase	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4011	chr8	62489334	62489394	+	124	NA	exon (NM_004318, exon 16 of 25)	exon (NM_004318, exon 16 of 25)	113044	NM_001164751	444	Hs.332422	NM_004318	ENSG00000198363	ASPH	AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin	aspartate beta-hydroxylase	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1209	chr12	120875895	120875972	+	124	NA	exon (NM_004373, exon 1 of 3)	promoter-TSS (NM_004373)	40	NM_004373	1337	Hs.369624	NM_004373	ENSG00000111775	COX6A1	CMTRID|COX6A|COX6AL	cytochrome c oxidase subunit VIa polypeptide 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_854	chr11	71791508	71791575	+	124	NA	5' UTR (NM_006185, exon 1 of 27)	promoter-TSS (NR_104476)	-21	NR_104476	4926	Hs.325978	NM_006185	ENSG00000137497	NUMA1	NMP-22|NUMA	nuclear mitotic apparatus protein 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_381	chr1	201166396	201166454	+	124	NA	exon (NM_001164586, exon 5 of 24)	exon (NM_001164586, exon 5 of 24)	6472	NM_001164586	91156	Hs.519024	NM_178275	ENSG00000163395	IGFN1	EEF1A2BP1	immunoglobulin-like and fibronectin type III domain containing 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1392	chr14	103783288	103783350	+	124	NA	Intergenic--12061	5S|rRNA|rRNA	-17020	NM_001969	1983	Hs.433702	NM_001969	ENSG00000100664	EIF5	EIF-5|EIF-5A	eukaryotic translation initiation factor 5	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2407	chr2	133012104	133012161	+	124	NA	intron (NR_027020, intron 1 of 4)	SSU-rRNA_Hsa|rRNA|rRNA	2521	NR_031608	100313824		NR_031608	ENSG00000221288	MIR663B	MIRN663B|mir-663b	microRNA 663b	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_1459	chr15	60653103	60653177	+	124	NA	exon (NM_004039, exon 5 of 13)	exon (NM_004039, exon 5 of 13)	37045	NM_001136015	302	Hs.511605	NM_004039	ENSG00000182718	ANXA2	ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV	annexin A2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3426	chr6	26197018	26197098	+	124	NA	3' UTR (NM_003530, exon 2 of 2)	TTS (NM_003530)	2463	NM_003530	8351	Hs.532144	NM_003530		HIST1H3D	H3/b|H3FB	histone cluster 1, H3d	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2664	chr21	38639572	38639631	+	124	NA	5' UTR (NM_006052, exon 1 of 8)	5' UTR (NM_006052, exon 1 of 8)	232	NM_006052	10311	Hs.369488	NM_006052	ENSG00000157538	DSCR3	DCRA|DSCRA	Down syndrome critical region 3	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_616	chr10	99125882	99125939	+	124	NA	exon (NM_001284337, exon 26 of 31)	exon (NM_001284337, exon 26 of 31)	-31452	NM_012083	23401	Hs.140720	NM_012083	ENSG00000181274	FRAT2	-	frequently rearranged in advanced T-cell lymphomas 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1929	chr17	73178916	73179046	+	123	NA	5' UTR (NM_006937, exon 1 of 4)	5' UTR (NM_006937, exon 1 of 4)	117	NM_001005849	6613	Hs.380973	NM_006937	ENSG00000188612	SUMO2	HSMT3|SMT3B|SMT3H2|SUMO3|Smt3A	small ubiquitin-like modifier 2	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2959	chr3	167750377	167750502	+	123	NA	exon (NM_014498, exon 9 of 16)	exon (NM_014498, exon 9 of 16)	63274	NM_014498	27333	Hs.143600	NM_014498	ENSG00000173905	GOLIM4	GIMPC|GOLPH4|GPP130|P138	golgi integral membrane protein 4	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3644	chr6	132271087	132271152	+	123	NA	exon (NM_001901, exon 4 of 5)	exon (NM_001901, exon 4 of 5)	1399	NM_001901	1490	Hs.410037	NM_001901	ENSG00000118523	CTGF	CCN2|HCS24|IGFBP8|NOV2	connective tissue growth factor	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_930	chr12	6451116	6451255	+	123	NA	5' UTR (NM_001065, exon 1 of 10)	promoter-TSS (NM_001065)	98	NM_001065	7132	Hs.279594	NM_001065	ENSG00000067182	TNFRSF1A	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	tumor necrosis factor receptor superfamily, member 1A	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_4340	chr9	136242868	136242929	+	123	NA	5' UTR (NM_001280793, exon 1 of 5)	promoter-TSS (NM_153710)	139	NM_001280793	6836	Hs.512465	NM_033161	ENSG00000148248	SURF4	ERV29	surfeit 4	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_980	chr12	6875530	6875589	+	123	NA	5' UTR (NM_002824, exon 1 of 5)	promoter-TSS (NM_002824)	18	NM_002824	5763	Hs.504613	NM_002824	ENSG00000159335	PTMS	ParaT	parathymosin	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2447	chr2	170681339	170681392	+	122	NA	5' UTR (NM_014168, exon 1 of 7)	promoter-TSS (NM_014168)	76	NM_001293187	29081	Hs.470553	NM_014168	ENSG00000138382	METTL5	HSPC133	methyltransferase like 5	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1833	chr17	40169352	40169445	+	122	NA	non-coding (NR_029431, exon 1 of 13)	promoter-TSS (NM_001144766)	-196	NM_001001349	28511	Hs.632252	NM_017595	ENSG00000168256	NKIRAS2	KBRAS2|kappaB-Ras2	NFKB inhibitor interacting Ras-like 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4110	chr7	107220692	107220759	+	122	NA	5' UTR (NM_018844, exon 1 of 8)	promoter-TSS (NM_001008405)	303	NM_018844	55973	Hs.303787	NM_018844	ENSG00000075790	BCAP29	BAP29	B-cell receptor-associated protein 29	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3738a	chr7	6523591	6523819	+	122	NA	5' UTR (NM_006854, exon 1 of 5)	5' UTR (NM_006854, exon 1 of 5)	144	NM_001100603	11014	Hs.654552	NM_006854	ENSG00000136240	KDELR2	ELP-1|ERD2.2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2741	chr2	242089900	242090008	+	122	NA	exon (NM_001282411, exon 1 of 8)	promoter-TSS (NM_001252120)	-560	NM_001252120	23178	Hs.397891	NM_015148	ENSG00000115687	PASK	PASKIN|STK37	PAS domain containing serine/threonine kinase	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1356	chr14	21151472	21151541	+	122	NA	Intergenic	promoter-TSS (NM_001145)	-830	NM_001145	283	Hs.283749	NM_001145	ENSG00000214274	ANG	ALS9|HEL168|RAA1|RNASE4|RNASE5	angiogenin, ribonuclease, RNase A family, 5	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3676	chr5	177019295	177019350	+	122	NA	exon (NM_017510, exon 1 of 5)	exon (NM_017510, exon 1 of 5)	109	NM_017510	54732	Hs.279929	NM_017510	ENSG00000184840	TMED9	GMP25|HSGP25L2G|p25	transmembrane p24 trafficking protein 9	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2381	chr19	50180495	50180573	+	122	NA	5' UTR (NM_198318, exon 1 of 10)	non-coding (NR_033397, exon 1 of 12)	125	NM_001536	3276	Hs.20521	NM_001536	ENSG00000126457	PRMT1	ANM1|HCP1|HRMT1L2|IR1B4	protein arginine methyltransferase 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_918	chr11	122293472	122293529	+	122	NA	Intergenic--10201	Intergenic	-219730	NR_024430	399959	Hs.44098	NR_024430		MIR100HG	AGD1|lncRNA-N2	mir-100-let-7a-2 cluster host gene	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_1884	chr17	48943634	48943714	+	122	NA	5' UTR (NM_001243885, exon 1 of 2)	promoter-TSS (NR_038458)	41	NM_001243885	10140	Hs.703321	NM_005749	ENSG00000141232	TOB1	APRO6|PIG49|TOB|TROB|TROB1	transducer of ERBB2, 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2280	chr19	24216261	24216329	+	122	NA	5' UTR (NM_001278663, exon 1 of 3)	promoter-TSS (NM_001278663)	88	NM_001278661	9534	Hs.434406	NM_004876	ENSG00000213096	ZNF254	BMZF-5|HD-ZNF1|ZNF539|ZNF91L	zinc finger protein 254	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4557	chrM	15406	15462	+	122	NA	NA	Intergenic	NA	NA								
4E1-PMA-01_S10b_sorted_fstrand_peak_1936	chr17	40985445	40985515	+	122	NA	5' UTR (NM_176863, exon 1 of 11)	non-coding (NR_049772, exon 1 of 10)	321	NR_049772	10197	Hs.152978	NM_005789	ENSG00000131467	PSME3	HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA	proteasome activator subunit 3	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2007	chr18	43669876	43669939	+	122	NA	exon (NM_001257335, exon 4 of 12)	exon (NM_001257335, exon 4 of 12)	8412	NM_001257335	498	Hs.298280	NM_004046	ENSG00000152234	ATP5A1	ATP5A|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MOM2|OMR|ORM|hATP1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_161	chr1	67423772	67423832	+	122	NA	exon (NM_001077703, exon 5 of 15)	exon (NM_001077703, exon 5 of 15)	27876	NM_001077701	57708	Hs.605432	NM_020948	ENSG00000198160	MIER1	ER1|MI-ER1	mesoderm induction early response 1, transcriptional regulator	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1640	chr16	2812945	2813016	+	122	NA	exon (NM_016333, exon 11 of 15)	exon (NM_016333, exon 11 of 15)	-10379	NR_027275	100128788	Hs.311208	NR_027274	ENSG00000205913	SRRM2-AS1	-	SRRM2 antisense RNA 1	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_1421	chr15	42565564	42565631	+	122	NA	5' UTR (NM_015497, exon 1 of 20)	promoter-TSS (NM_001301410)	185	NM_001110503	25963	Hs.511138	NM_015497	ENSG00000103978	TMEM87A	-	transmembrane protein 87A	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1328	chr14	64010022	64010092	+	122	NA	5' UTR (NM_006246, exon 1 of 14)	promoter-TSS (NR_104104)	22	NM_006246	5529	Hs.334868	NM_006246	ENSG00000154001	PPP2R5E	-	protein phosphatase 2, regulatory subunit B', epsilon isoform	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3976	chr7	11012963	11013018	+	122	NA	Intergenic	promoter-TSS (NR_033436)	-509	NR_033435	9678	Hs.655688	NM_014660	ENSG00000106443	PHF14	-	PHD finger protein 14	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_817	chr11	63933497	63933585	+	122	NA	5' UTR (NM_014067, exon 1 of 11)	promoter-TSS (NM_014067)	44	NM_014067	28992	Hs.602898	NM_014067	ENSG00000133315	MACROD1	LRP16	MACRO domain containing 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3264	chr4	17579109	17579178	+	121	NA	exon (NM_015907, exon 1 of 13)	exon (NM_015907, exon 1 of 13)	216	NM_015907	51056	Hs.570791	NM_015907	ENSG00000002549	LAP3	HEL-S-106|LAP|LAPEP|PEPS	leucine aminopeptidase 3	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1199	chr12	112563362	112563431	+	121	NA	5' UTR (NM_006700, exon 1 of 12)	promoter-TSS (NM_006700)	47	NM_001143906	10906	Hs.5148	NM_006700	ENSG00000135148	TRAFD1	FLN29	TRAF-type zinc finger domain containing 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3892	chr6	119215366	119215441	+	121	NA	5' UTR (NM_014034, exon 1 of 4)	5' UTR (NM_014034, exon 1 of 4)	162	NM_014034	25842	Hs.292316	NM_014034	ENSG00000111875	ASF1A	CGI-98|CIA|HSPC146	anti-silencing function 1A histone chaperone	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_95	chr1	28559469	28559544	+	121	NA	exon (NM_014280, exon 1 of 9)	promoter-TSS (NM_014280)	36	NM_014280	22826	Hs.433540	NM_014280	ENSG00000126698	DNAJC8	HSPC331|SPF31	DnaJ (Hsp40) homolog, subfamily C, member 8	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_174	chr1	76251943	76251994	+	121	NA	intron (NR_073562, intron 1 of 10)	promoter-TSS (NM_004582)	89	NM_004582	5876	Hs.78948	NM_004582	ENSG00000137955	RABGGTB	GGTB	Rab geranylgeranyltransferase, beta subunit	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2582	chr20	34330055	34330181	+	121	NA	5' UTR (NM_004902, exon 1 of 17)	non-coding (NR_040724, exon 1 of 18)	140	NM_184234	9584	Hs.282901	NM_004902	ENSG00000131051	RBM39	CAPER|CAPERalpha|FSAP59|HCC1|RNPC2	RNA binding motif protein 39	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_1802	chr17	4790945	4791066	+	121	NA	exon (NM_015716, exon 12 of 31)	exon (NM_015716, exon 12 of 31)	-11943	NM_001145536	100130311	Hs.579243	NM_001145536	ENSG00000205710	C17orf107	-	chromosome 17 open reading frame 107	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2883	chr3	112280742	112280806	+	120	NA	5' UTR (NM_001278712, exon 1 of 11)	promoter-TSS (NM_017945)	36	NM_001278712	64422	Hs.477126	NM_022488	ENSG00000144848	ATG3	APG3|APG3-LIKE|APG3L|PC3-96	autophagy related 3	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1230	chr13	73301658	73301750	+	120	NA	exon (NM_001071775, exon 1 of 3)	promoter-TSS (NM_001286746)	-183	NM_024808	79866	Hs.643464	NM_024808	ENSG00000136122	BORA	C13orf34	bora, aurora kinase A activator	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3693	chr6	166333071	166333126	+	120	NA	Intergenic--6245	MER58C|DNA|hAT-Charlie	-67941	NR_027284	441177	Hs.708964	NM_001013720	ENSG00000281832	LINC00602	-	long intergenic non-protein coding RNA 602	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_248	chr1	115263263	115263332	+	120	NA	exon (NM_007158, exon 16 of 19)	exon (NM_007158, exon 16 of 19)	-3782	NM_002524	4893	Hs.486502	NM_002524	ENSG00000213281	NRAS	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	neuroblastoma RAS viral (v-ras) oncogene homolog	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_1165	chr12	125348339	125348411	+	120	NA	5' UTR (NM_005505, exon 1 of 13)	5' UTR (NM_005505, exon 1 of 13)	144	NM_005505	949	Hs.731377	NM_005505	ENSG00000073060	SCARB1	CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1	scavenger receptor class B, member 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_300	chr1	153643396	153643460	+	120	NA	5' UTR (NM_004515, exon 1 of 14)	promoter-TSS (NM_004515)	76	NM_001267809	3608	Hs.75117	NM_004515	ENSG00000143621	ILF2	NF45|PRO3063	interleukin enhancer binding factor 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4481	chr9	131451886	131451943	+	120	NA	exon (NM_003011, exon 1 of 8)	promoter-TSS (NM_001248001)	-340	NM_001248001	6418	Hs.436687	NM_003011	ENSG00000119335	SET	2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA	SET nuclear proto-oncogene	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3801	chr6	32939975	32940055	+	120	NA	5' UTR (NM_005104, exon 2 of 13).3	promoter-TSS (NM_001199456).5	643	NM_001199455	6046	Hs.75243	NM_005104	ENSG00000204256	BRD2	D6S113E|FSH|FSRG1|NAT|O27.1.1|RING3|RNF3	bromodomain containing 2	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_4703	chrX	134166386	134166550	+	120	NA	exon (NM_001078171, exon 1 of 1)	exon (NM_001078171, exon 1 of 1)	135	NM_001078171	8933	Hs.522789	NM_003928	ENSG00000134590	FAM127A	CXX1|MAR8C|MART8C|Mar8|Mart8	family with sequence similarity 127, member A	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3534	chr5	85915256	85915322	+	119	NA	3' UTR (NM_001867, exon 2 of 3)	3' UTR (NM_001867, exon 2 of 3)	-1025	NR_037402	100500805		NR_037402		MIR3607	mir-3607	microRNA 3607	ncRNA
4E1-PMA-01_S10b_sorted_rstrand_peak_3723	chr7	1781867	1781927	+	119	NA	non-coding (NR_120508, exon 1 of 2)	promoter-TSS (NR_120508)	49	NR_120509	101927125	Hs.633957	NR_120508	ENSG00000236081	ELFN1-AS1	MYCLo-2	ELFN1 antisense RNA 1	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_1234	chr12	132474518	132474579	+	119	NA	exon (NM_015409, exon 8 of 53)	exon (NM_015409, exon 8 of 53)	40083	NM_015409	57634	Hs.723478	NM_015409	ENSG00000183495	EP400	CAGH32|P400|TNRC12	E1A binding protein p400	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_802	chr11	62446483	62446544	+	119	NA	5' UTR (NM_015853, exon 1 of 8)	promoter-TSS (NM_015853)	76	NM_001286077	51035	Hs.351296	NM_015853	ENSG00000162191	UBXN1	2B28|SAKS1|UBXD10	UBX domain protein 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_3606	chr5	137801174	137801241	+	119	NA	5' UTR (NM_001964, exon 1 of 2)	promoter-TSS (NM_001964)	26	NM_001964	1958	Hs.326035	NM_001964	ENSG00000120738	EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	early growth response 1	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_2505a	chr2	219134667	219134860	+	119	NA	exon (NM_001087, exon 1 of 11)	promoter-TSS (NM_001077399)	169	NM_001302545	14	Hs.83347	NM_001087	ENSG00000127837	AAMP	-	angio-associated migratory cell protein	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_3373	chr5	177580750	177580869	+	119	NA	exon (NM_017838, exon 1 of 4)	exon (NM_017838, exon 1 of 4)	152	NM_001034833	55651	Hs.744074	NM_017838	ENSG00000145912	NHP2	DKCB2|NHP2P|NOLA2	NHP2 ribonucleoprotein	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_322	chr1	164528421	164528491	+	119	NA	Intergenic	promoter-TSS (NM_001204963)	-141	NM_001204963	5087	Hs.557097	NM_002585	ENSG00000185630	PBX1	-	pre-B-cell leukemia homeobox 1	protein-coding
4E1-PMA-01_S10b_sorted_fstrand_peak_2884	chr21	9826997	9827055	+	119	NA	Intergenic	TTS (NR_037458)	823	NR_037458	100500815		NR_037458	ENSG00000264063	MIR3687-1	MIR3687|hsa-mir-3687-1	microRNA 3687-1	ncRNA
4E1-PMA-01_S10b_sorted_fstrand_peak_2061	chr17	79849601	79849719	+	119	NA	5' UTR (NM_001002246, exon 1 of 4)	promoter-TSS (NM_001002246)	71	NM_001002244	51529	Hs.534456	NM_016476	ENSG00000141552	ANAPC11	APC11|Apc11p|HSPC214	anaphase promoting complex subunit 11	protein-coding
4E1-PMA-01_S10b_sorted_rstrand_peak_832	chr11	66056525	66056606	+	119	NA	5' UTR (NM_020470, exon 1 of 8)	promoter-TSS (NM_020470)	73	NM_001300861	10897	Hs.446445	NM_020470	ENSG00000174851	YIF1A	54TM|FinGER7|YIF1|YIF1P	Yip1 interacting factor homolog A (S. cerevisiae)	protein-coding
